transaction_id,customer_id,card_id,transaction_type,transaction_date_time,transaction_amount,currency,mcc,description,account_type,account_balance,card_type,card_number_masked,card_expiration_date,card_issuer,cardholder_name,merchant_id,merchant_name,merchant_location,merchant_terminal_id,payment_method,payment_channel,geolocation,authorization_code,authentication_method,3d_secure_status,fraud_risk_score,transaction_status,failure_reason,exchange_rate,rewards_earned,ip_address,device_id,user_agent,session_id,referral_source,companies_directed,kyc_address,kyc_aml_risk_score,kyc_annual_income_range,kyc_closed_false_positive_alerts,kyc_customer_since,kyc_date_of_birth,kyc_email,kyc_employer_name,kyc_frequent_connection_country,kyc_full_name,kyc_id_expiration_date,kyc_id_issuing_country,kyc_id_type,kyc_id_number,kyc_occupation,kyc_nationality,kyc_phone_number,kyc_pep_status,kyc_source_of_funds,sender_name,sender_account_number,sender_bank,sender_location,source
aa5ed0ad-14e5-4ac2-9ba8-189c31af12a0,3276eae8-c181-4160-83bd-a7915b590d90,68e9c2cb-6a9c-44e4-9cef-b2e0350fce44,outbound,2024-11-07 13:16:17,114104.01,GBP,6012,Business Transfer,business,5056.32,MasterCard,**** **** **** 7512,05/28,HSBC,Dawn Thomas,fc427bfb-11f1-42de-a461-9c8ab2179bfa,Green LLC,"{'city': 'Granthaven', 'state': 'ND', 'country': 'Singapore'}",T3331,wire_transfer,online,"{'latitude': Decimal('66.1280835'), 'longitude': Decimal('72.225331')}",944629,password,,79,approved,,,0,164.36.59.251,bf6485e7-d7cc-4ddf-a1a4-902286637a98,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_4 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/20.0.865.0 Mobile/79L852 Safari/533.1",069a9e0e-b859-416d-9f5c-ab031cf90a90,direct,"Macias, Richardson and Moore (Mexico), Price-Mays (Mexico), Green LLC (Singapore), Thompson, Matthews and White (Australia), Hall, Williams and Stephens (Australia)","956 Blake Cove Suite 920
New Curtis, SC 53216",51,>250k,25,2006-11-18,1966-11-26,dickersoncrystal@example.org,,Mexico,Dawn Thomas,2031-11-02,UK,Passport,dfcf2f36,Company Director,UK,4839891534,False,Salary,,,,,
fefe3d07-bc95-489f-9053-16e12ab2489c,3276eae8-c181-4160-83bd-a7915b590d90,68e9c2cb-6a9c-44e4-9cef-b2e0350fce44,outbound,2024-10-22 13:10:24,165685.55,GBP,6012,Business Transfer,business,24249.17,MasterCard,**** **** **** 8972,06/25,HSBC,Dawn Thomas,864f2c92-8fd7-4c53-b85d-9607aa04faf2,Price-Mays,"{'city': 'East Juliabury', 'state': 'MA', 'country': 'Mexico'}",T5774,wire_transfer,online,"{'latitude': Decimal('59.157213'), 'longitude': Decimal('162.518743')}",273694,password,,63,approved,,,0,63.190.99.214,e8e359a7-82a8-432a-84c6-fb27c64794ef,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.0),07891e0e-7216-4bb4-a5cb-cf3f96ae3339,direct,"Macias, Richardson and Moore (Mexico), Price-Mays (Mexico), Green LLC (Singapore), Thompson, Matthews and White (Australia), Hall, Williams and Stephens (Australia)","956 Blake Cove Suite 920
New Curtis, SC 53216",51,>250k,25,2006-11-18,1966-11-26,dickersoncrystal@example.org,,Mexico,Dawn Thomas,2031-11-02,UK,Passport,dfcf2f36,Company Director,UK,4839891534,False,Salary,,,,,
34094df0-f459-4359-b81e-cb5584f0c2fc,3276eae8-c181-4160-83bd-a7915b590d90,3412c341-9f2c-4e69-ab1d-2bd951e147b2,outbound,2024-11-01 16:34:07,177603.99,GBP,8999,Business Transfer,business,34904.85,MasterCard,**** **** **** 1586,03/28,HSBC,Dawn Thomas,51043bf7-7c2b-4ad8-b603-d5360b408393,Green LLC,"{'city': 'Lake Madison', 'state': 'NJ', 'country': 'Singapore'}",T6462,wire_transfer,online,"{'latitude': Decimal('-44.183514'), 'longitude': Decimal('-35.606828')}",402836,password,,43,approved,,,0,177.74.66.97,60d5501e-7913-451d-942f-716b5f9249bc,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/5.0),79ebd483-c7ed-474e-9025-1a45c0d3038d,business partner,"Macias, Richardson and Moore (Mexico), Price-Mays (Mexico), Green LLC (Singapore), Thompson, Matthews and White (Australia), Hall, Williams and Stephens (Australia)","956 Blake Cove Suite 920
New Curtis, SC 53216",51,>250k,25,2006-11-18,1966-11-26,dickersoncrystal@example.org,,Mexico,Dawn Thomas,2031-11-02,UK,Passport,dfcf2f36,Company Director,UK,4839891534,False,Salary,,,,,
46bb4003-7a86-45d2-939f-3602ea2699bd,3276eae8-c181-4160-83bd-a7915b590d90,68e9c2cb-6a9c-44e4-9cef-b2e0350fce44,outbound,2024-10-26 02:56:40,171497.32,GBP,4829,Business Transfer,business,38680.76,MasterCard,**** **** **** 4902,01/28,HSBC,Dawn Thomas,e4a72005-5564-4ab3-8f39-f6fa71c20a9d,Price-Mays,"{'city': 'West Jordanview', 'state': 'MA', 'country': 'Mexico'}",T3810,wire_transfer,online,"{'latitude': Decimal('89.510793'), 'longitude': Decimal('4.789724')}",719179,password,,66,approved,,,0,138.177.123.151,16bdee45-95b5-48cf-a562-55ad5c4ff9d2,Mozilla/5.0 (Android 4.3; Mobile; rv:35.0) Gecko/35.0 Firefox/35.0,786548a6-7dfc-4152-a7aa-6fdd416e9749,business partner,"Macias, Richardson and Moore (Mexico), Price-Mays (Mexico), Green LLC (Singapore), Thompson, Matthews and White (Australia), Hall, Williams and Stephens (Australia)","956 Blake Cove Suite 920
New Curtis, SC 53216",51,>250k,25,2006-11-18,1966-11-26,dickersoncrystal@example.org,,Mexico,Dawn Thomas,2031-11-02,UK,Passport,dfcf2f36,Company Director,UK,4839891534,False,Salary,,,,,
5b965070-2dfa-4c2f-b3cf-de7acab74475,3276eae8-c181-4160-83bd-a7915b590d90,3412c341-9f2c-4e69-ab1d-2bd951e147b2,outbound,2024-10-27 11:35:51,138496.8,GBP,8999,Business Transfer,business,16078.67,MasterCard,**** **** **** 4990,11/29,HSBC,Dawn Thomas,559159cb-2cd9-4180-b422-08246c1a074f,Price-Mays,"{'city': 'North Christina', 'state': 'NM', 'country': 'Mexico'}",T2215,wire_transfer,online,"{'latitude': Decimal('67.144307'), 'longitude': Decimal('4.846545')}",981653,password,,67,approved,,,0,67.192.26.184,6edb9082-b6ba-45ce-a18c-8dac58e0e5c3,Opera/9.58.(X11; Linux i686; tig-ER) Presto/2.9.162 Version/11.00,343149b1-1077-4570-ad2a-d00c4bb980bb,business partner,"Macias, Richardson and Moore (Mexico), Price-Mays (Mexico), Green LLC (Singapore), Thompson, Matthews and White (Australia), Hall, Williams and Stephens (Australia)","956 Blake Cove Suite 920
New Curtis, SC 53216",51,>250k,25,2006-11-18,1966-11-26,dickersoncrystal@example.org,,Mexico,Dawn Thomas,2031-11-02,UK,Passport,dfcf2f36,Company Director,UK,4839891534,False,Salary,,,,,
3803d989-87d1-4036-ba39-c7b0f8e6cdc4,3276eae8-c181-4160-83bd-a7915b590d90,68e9c2cb-6a9c-44e4-9cef-b2e0350fce44,outbound,2024-10-17 06:04:16,183978.42,GBP,4829,Business Transfer,business,30443.61,MasterCard,**** **** **** 4910,01/32,HSBC,Dawn Thomas,e57b30ee-1bcb-47cd-96d8-9564b5c8eb60,"Hall, Williams and Stephens","{'city': 'North Kyleview', 'state': 'KY', 'country': 'Australia'}",T5114,wire_transfer,online,"{'latitude': Decimal('-47.331010'), 'longitude': Decimal('170.023159')}",264365,password,,47,approved,,,0,141.150.30.200,86891c8a-5cee-4e99-aeed-6400e8f01bbb,Mozilla/5.0 (Windows NT 6.2; uz-UZ; rv:1.9.2.20) Gecko/5492-12-28 22:06:56 Firefox/3.8,fbd7ba9c-5cb6-4843-8d4e-a23c19b076be,direct,"Macias, Richardson and Moore (Mexico), Price-Mays (Mexico), Green LLC (Singapore), Thompson, Matthews and White (Australia), Hall, Williams and Stephens (Australia)","956 Blake Cove Suite 920
New Curtis, SC 53216",51,>250k,25,2006-11-18,1966-11-26,dickersoncrystal@example.org,,Mexico,Dawn Thomas,2031-11-02,UK,Passport,dfcf2f36,Company Director,UK,4839891534,False,Salary,,,,,
8962d48e-38b4-47fa-9183-ca415757fba0,3276eae8-c181-4160-83bd-a7915b590d90,68e9c2cb-6a9c-44e4-9cef-b2e0350fce44,outbound,2024-10-28 19:59:54,111121.4,GBP,4829,Business Transfer,business,14166.54,MasterCard,**** **** **** 6752,04/28,HSBC,Dawn Thomas,39929ea7-1e53-4754-b1b6-fbcaecdc50f8,"Hall, Williams and Stephens","{'city': 'East Anthony', 'state': 'MT', 'country': 'Australia'}",T4315,wire_transfer,online,"{'latitude': Decimal('30.1915955'), 'longitude': Decimal('159.684840')}",418888,password,,79,approved,,,0,42.223.29.214,5b3d017e-bdfb-4099-bf14-19e6e82a6169,Opera/8.80.(Windows NT 5.01; shs-CA) Presto/2.9.170 Version/11.00,a3d0ca67-ac3d-4362-a723-392009f7f13c,business partner,"Macias, Richardson and Moore (Mexico), Price-Mays (Mexico), Green LLC (Singapore), Thompson, Matthews and White (Australia), Hall, Williams and Stephens (Australia)","956 Blake Cove Suite 920
New Curtis, SC 53216",51,>250k,25,2006-11-18,1966-11-26,dickersoncrystal@example.org,,Mexico,Dawn Thomas,2031-11-02,UK,Passport,dfcf2f36,Company Director,UK,4839891534,False,Salary,,,,,
310df0d7-b0ff-4c6a-80f1-f76f652e5984,3276eae8-c181-4160-83bd-a7915b590d90,3412c341-9f2c-4e69-ab1d-2bd951e147b2,outbound,2024-11-10 11:27:02,186613.35,GBP,8999,Business Transfer,business,34995.7,MasterCard,**** **** **** 3200,03/32,HSBC,Dawn Thomas,a396f6a5-2116-460d-819d-9124fd06cb50,"Hall, Williams and Stephens","{'city': 'South Jaimestad', 'state': 'MT', 'country': 'Australia'}",T8968,wire_transfer,online,"{'latitude': Decimal('-38.991688'), 'longitude': Decimal('-172.173456')}",655887,password,,37,approved,,,0,159.205.122.222,3701f766-04c3-40b4-b99c-0a2a43d67a19,Opera/8.79.(X11; Linux i686; ga-IE) Presto/2.9.172 Version/11.00,4823ca67-6f56-4f06-a5a1-8e34971e42e3,business partner,"Macias, Richardson and Moore (Mexico), Price-Mays (Mexico), Green LLC (Singapore), Thompson, Matthews and White (Australia), Hall, Williams and Stephens (Australia)","956 Blake Cove Suite 920
New Curtis, SC 53216",51,>250k,25,2006-11-18,1966-11-26,dickersoncrystal@example.org,,Mexico,Dawn Thomas,2031-11-02,UK,Passport,dfcf2f36,Company Director,UK,4839891534,False,Salary,,,,,
fcf9a0bc-d8ae-4d54-a9f0-187517cce4be,3276eae8-c181-4160-83bd-a7915b590d90,3412c341-9f2c-4e69-ab1d-2bd951e147b2,POS,2024-10-15 06:04:50,922.45,GBP,5812,Dining,business,11015.62,Visa,**** **** **** 5932,05/29,HSBC,Dawn Thomas,0f07a45c-4e4f-4162-86ee-f47a3ce723b7,Hines Inc,"{'city': 'Domingueztown', 'state': 'MS', 'country': 'UK'}",T9995,chip,POS,"{'latitude': Decimal('50.4080445'), 'longitude': Decimal('57.515554')}",259332,PIN,,28,approved,,,0,,,,ba5faaa9-e18b-4031-9846-2a5d91b9e30b,advertisement,"Macias, Richardson and Moore (Mexico), Price-Mays (Mexico), Green LLC (Singapore), Thompson, Matthews and White (Australia), Hall, Williams and Stephens (Australia)","956 Blake Cove Suite 920
New Curtis, SC 53216",51,>250k,25,2006-11-18,1966-11-26,dickersoncrystal@example.org,,Mexico,Dawn Thomas,2031-11-02,UK,Passport,dfcf2f36,Company Director,UK,4839891534,False,Salary,,,,,
852c497f-b30a-4f0d-a9c6-a732ac94f2bc,3276eae8-c181-4160-83bd-a7915b590d90,68e9c2cb-6a9c-44e4-9cef-b2e0350fce44,POS,2024-07-18 14:37:26,1734.75,GBP,5411,Office Supplies,business,9541.11,Visa,**** **** **** 9610,12/32,HSBC,Dawn Thomas,2f5030d2-b5df-4c8f-8ee1-a764fe0d043d,Payne and Sons,"{'city': 'Thomashaven', 'state': 'HI', 'country': 'UK'}",T3706,NFC,POS,"{'latitude': Decimal('29.8672685'), 'longitude': Decimal('141.891592')}",862679,PIN,,25,approved,,,0,,,,1ee89f82-3028-4053-85c1-44e38f3a62bc,direct,"Macias, Richardson and Moore (Mexico), Price-Mays (Mexico), Green LLC (Singapore), Thompson, Matthews and White (Australia), Hall, Williams and Stephens (Australia)","956 Blake Cove Suite 920
New Curtis, SC 53216",51,>250k,25,2006-11-18,1966-11-26,dickersoncrystal@example.org,,Mexico,Dawn Thomas,2031-11-02,UK,Passport,dfcf2f36,Company Director,UK,4839891534,False,Salary,,,,,
8e5239e0-f73f-4c00-8b47-1df4a0a7956d,3276eae8-c181-4160-83bd-a7915b590d90,68e9c2cb-6a9c-44e4-9cef-b2e0350fce44,POS,2024-06-18 05:38:10,1291.81,GBP,5812,Fuel,business,5571.39,Visa,**** **** **** 6254,10/28,HSBC,Dawn Thomas,7fc46aa6-4bbc-4175-bfe1-3ddabac33258,"Trevino, Anderson and Lopez","{'city': 'Mercedesshire', 'state': 'MD', 'country': 'UK'}",T1138,swipe,POS,"{'latitude': Decimal('72.314084'), 'longitude': Decimal('-75.683443')}",429042,PIN,,27,approved,,,1,,,,8a1635c7-b3ea-4e56-ab3a-f3c0580c08e6,advertisement,"Macias, Richardson and Moore (Mexico), Price-Mays (Mexico), Green LLC (Singapore), Thompson, Matthews and White (Australia), Hall, Williams and Stephens (Australia)","956 Blake Cove Suite 920
New Curtis, SC 53216",51,>250k,25,2006-11-18,1966-11-26,dickersoncrystal@example.org,,Mexico,Dawn Thomas,2031-11-02,UK,Passport,dfcf2f36,Company Director,UK,4839891534,False,Salary,,,,,
