transaction_id,customer_id,card_id,transaction_type,transaction_date_time,transaction_amount,currency,mcc,description,account_type,account_balance,card_type,card_number_masked,card_expiration_date,card_issuer,cardholder_name,merchant_id,merchant_name,merchant_location,merchant_terminal_id,payment_method,payment_channel,geolocation,authorization_code,authentication_method,3d_secure_status,fraud_risk_score,transaction_status,failure_reason,exchange_rate,rewards_earned,ip_address,device_id,user_agent,session_id,referral_source,kyc_full_name,kyc_date_of_birth,kyc_nationality,kyc_id_type,kyc_id_number,kyc_id_issuing_country,kyc_id_expiration_date,kyc_address,kyc_phone_number,kyc_email,kyc_occupation,kyc_employer_name,kyc_source_of_funds,kyc_annual_income_range,kyc_pep_status,kyc_aml_risk_score,sender_name,sender_account_number,sender_bank,sender_location,source
de8c3a07-677a-4f07-8334-c821a52f64e4,d744cdae-27ba-492f-a202-4faa071c6464,dfb428c9-6697-4ad7-8ebf-3d4d15e8c77b,POS,2024-10-29 03:44:50,473.6,GBP,5812,Restaurant,debit,2642.13,Visa,**** **** **** 1148,01/25,Chase,Remi CUCHILLO,007a459b-066d-49ed-9d10-9f64c0572075,Hernandez-Jackson,"{'city': 'Lake Deanna', 'state': 'HI', 'country': 'UK'}",T3650,NFC,POS,"{'latitude': Decimal('-86.897995'), 'longitude': Decimal('100.437037')}",512426,PIN,,7,approved,,,8.0,,,,8072ccb5-f293-4b55-a0be-fa8ce0220b38,referral,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
c6e199e1-80b5-42a7-8153-71b414c06011,d744cdae-27ba-492f-a202-4faa071c6464,eb7bc888-7cd3-4e1f-b40c-b634b72805f8,POS,2024-11-08 05:40:37,828.75,GBP,5735,Electronics,debit,1431.48,Visa,**** **** **** 6137,04/33,CitiBank,Remi CUCHILLO,02919ee7-e24f-4f5d-a98b-7c6e83e27ffb,"Walker, White and Reed","{'city': 'Penningtonside', 'state': 'TX', 'country': 'UK'}",T9857,chip,POS,"{'latitude': Decimal('-68.138010'), 'longitude': Decimal('-175.361056')}",888034,PIN,,1,approved,,,9.0,,,,a48b13d1-9f64-468d-90fd-5f4b0d4e7c59,social media,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
86c54606-048d-4bd3-83bd-a38a7ca86239,d744cdae-27ba-492f-a202-4faa071c6464,dfb428c9-6697-4ad7-8ebf-3d4d15e8c77b,POS,2024-10-24 16:49:29,397.18,GBP,5411,Electronics,debit,3753.52,Visa,**** **** **** 1021,07/27,Chase,Remi CUCHILLO,2ec68ce4-d559-4a5b-843e-40a42b55e7e5,Zhang Ltd,"{'city': 'New Kristenbury', 'state': 'NE', 'country': 'UK'}",T3398,chip,POS,"{'latitude': Decimal('12.6863955'), 'longitude': Decimal('152.604055')}",951766,PIN,,20,approved,,,8.0,,,,eaf2a6f4-9549-4ef8-a182-f58251797bd5,email,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
b76e6084-c904-4c49-b7f9-71d709d9f012,d744cdae-27ba-492f-a202-4faa071c6464,dfb428c9-6697-4ad7-8ebf-3d4d15e8c77b,POS,2024-11-01 05:46:55,782.1,GBP,5411,Grocery,debit,4515.39,Visa,**** **** **** 2302,11/30,Chase,Remi CUCHILLO,7bd46476-d8fb-4d03-9468-6dd67ca5e7d6,Sheppard-Guerra,"{'city': 'Christinatown', 'state': 'AS', 'country': 'UK'}",T6595,NFC,POS,"{'latitude': Decimal('89.2553385'), 'longitude': Decimal('5.877327')}",536950,PIN,,17,approved,,,1.0,,,,e5cbb8cb-351e-490e-b240-d1e4c8e50d9b,direct,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
32ef8402-a4b4-4e26-92ef-27441df02324,d744cdae-27ba-492f-a202-4faa071c6464,dfb428c9-6697-4ad7-8ebf-3d4d15e8c77b,POS,2024-10-29 22:30:49,362.96,GBP,5735,Restaurant,debit,2466.51,Visa,**** **** **** 3443,03/27,Chase,Remi CUCHILLO,94d1c80b-8305-4b5f-b990-20a014cd5fc5,Terry Group,"{'city': 'Garzashire', 'state': 'UT', 'country': 'UK'}",T9266,swipe,POS,"{'latitude': Decimal('21.2587225'), 'longitude': Decimal('-4.283713')}",261086,PIN,,9,approved,,,5.0,,,,ba2510ef-178c-41cb-880a-517b154c05b1,email,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
d9522754-3aaf-4f11-9f86-415f851bd3fa,d744cdae-27ba-492f-a202-4faa071c6464,dfb428c9-6697-4ad7-8ebf-3d4d15e8c77b,POS,2024-11-08 09:09:52,145.93,GBP,5812,Restaurant,debit,4731.76,Visa,**** **** **** 6550,02/26,Chase,Remi CUCHILLO,8cec53df-2b64-4f0e-853e-25fc2bca325f,Garrett LLC,"{'city': 'North David', 'state': 'OR', 'country': 'UK'}",T8070,swipe,POS,"{'latitude': Decimal('0.229897'), 'longitude': Decimal('-135.025308')}",269794,PIN,,5,approved,,,5.0,,,,d4724ddf-db9b-4d47-a99b-7a3e3bf18cc0,direct,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
b3ebff0e-1076-4f4e-82e8-baa4a33a57d4,d744cdae-27ba-492f-a202-4faa071c6464,dfb428c9-6697-4ad7-8ebf-3d4d15e8c77b,POS,2024-11-06 20:17:52,211.39,GBP,5999,Gas,debit,1074.8,Visa,**** **** **** 2523,04/34,Chase,Remi CUCHILLO,dea27705-449f-45c4-960b-a0041271be11,Booth-Davis,"{'city': 'Odonnellfurt', 'state': 'NM', 'country': 'UK'}",T2961,chip,POS,"{'latitude': Decimal('13.4441045'), 'longitude': Decimal('3.596097')}",553071,PIN,,3,approved,,,3.0,,,,61f80495-7e0e-445a-81b1-24b6e1030daa,social media,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
2c1d0d83-43b0-45be-9cd7-a19b9a4da1a7,d744cdae-27ba-492f-a202-4faa071c6464,dfb428c9-6697-4ad7-8ebf-3d4d15e8c77b,POS,2024-10-25 20:43:48,184.78,GBP,5921,Clothing,debit,2245.41,Visa,**** **** **** 3135,07/31,Chase,Remi CUCHILLO,47cc83f4-7f59-4146-8875-1869390635de,Ramirez-Oconnell,"{'city': 'East Kenneth', 'state': 'MT', 'country': 'UK'}",T2564,swipe,POS,"{'latitude': Decimal('-88.660726'), 'longitude': Decimal('-52.600169')}",444107,PIN,,6,approved,,,1.0,,,,ba6dff7e-9adf-4ded-988d-8cf29b154d60,referral,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
01f10e7b-c625-45f7-9a6d-ed15850de98c,d744cdae-27ba-492f-a202-4faa071c6464,eb7bc888-7cd3-4e1f-b40c-b634b72805f8,POS,2024-11-04 00:57:07,642.66,GBP,5735,Restaurant,debit,4762.71,Visa,**** **** **** 8154,04/34,CitiBank,Remi CUCHILLO,171bec27-0d15-471f-a99f-d46ea289a538,Palmer-Villa,"{'city': 'Rodriguezchester', 'state': 'FM', 'country': 'UK'}",T9860,chip,POS,"{'latitude': Decimal('-19.401839'), 'longitude': Decimal('-49.489013')}",381800,PIN,,20,approved,,,2.0,,,,0c5e4ed0-953a-4312-9f86-d2b6ebbb973c,email,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
da0c86e6-cafb-4a31-9214-98e82bf9be64,d744cdae-27ba-492f-a202-4faa071c6464,eb7bc888-7cd3-4e1f-b40c-b634b72805f8,POS,2024-10-29 18:12:38,717.85,GBP,5735,Electronics,debit,2648.46,Visa,**** **** **** 6222,05/34,CitiBank,Remi CUCHILLO,1c94e692-7632-4545-8614-e3e516224336,Ortiz-Robertson,"{'city': 'Christinaland', 'state': 'GA', 'country': 'UK'}",T7530,chip,POS,"{'latitude': Decimal('67.6118755'), 'longitude': Decimal('171.900037')}",202417,PIN,,1,approved,,,3.0,,,,9215969c-36d1-4de8-8e72-e2d48b2ee8ea,email,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
88eb6c07-f4a1-423c-a4bb-0afb9e4092ff,d744cdae-27ba-492f-a202-4faa071c6464,dfb428c9-6697-4ad7-8ebf-3d4d15e8c77b,POS,2024-11-10 10:13:02,911.01,GBP,5735,Grocery,debit,1222.48,Visa,**** **** **** 4086,08/34,Chase,Remi CUCHILLO,1e8ad5c8-1296-4818-9c6c-c22355fc9084,Henderson-Guerra,"{'city': 'East Sarah', 'state': 'MD', 'country': 'UK'}",T4095,chip,POS,"{'latitude': Decimal('-88.0418565'), 'longitude': Decimal('-32.034570')}",802994,PIN,,14,approved,,,0.0,,,,6bc9306d-2db1-4f71-9501-9cad40da14b3,direct,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
1ecf6a49-1638-4b67-a357-e2a2526ef2fa,d744cdae-27ba-492f-a202-4faa071c6464,eb7bc888-7cd3-4e1f-b40c-b634b72805f8,POS,2024-10-17 01:08:50,343.12,GBP,5735,Clothing,debit,3749.3,Visa,**** **** **** 1937,09/30,CitiBank,Remi CUCHILLO,a26747b0-793a-4263-b652-249041ce3637,Walker Group,"{'city': 'East Patrickberg', 'state': 'MD', 'country': 'UK'}",T6908,swipe,POS,"{'latitude': Decimal('18.407853'), 'longitude': Decimal('-72.399008')}",651957,PIN,,5,approved,,,8.0,,,,3cfd316d-185d-4947-a9a8-2f2510e28e1b,social media,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
1bdb6c99-6651-480a-86ef-f5c1bf33b608,d744cdae-27ba-492f-a202-4faa071c6464,dfb428c9-6697-4ad7-8ebf-3d4d15e8c77b,POS,2024-11-04 23:32:37,515.69,GBP,5921,Electronics,debit,2266.61,Visa,**** **** **** 5365,06/28,Chase,Remi CUCHILLO,d4913743-626b-4027-8539-1ff708574408,"Arias, Evans and Aguirre","{'city': 'Stevenville', 'state': 'IN', 'country': 'UK'}",T1480,swipe,POS,"{'latitude': Decimal('80.9867955'), 'longitude': Decimal('-130.696499')}",710557,PIN,,7,approved,,,3.0,,,,74832bab-b862-411f-9c0c-1c3d96c84582,referral,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
830dc06d-efd6-42ad-be37-6fb09d6233d9,d744cdae-27ba-492f-a202-4faa071c6464,dfb428c9-6697-4ad7-8ebf-3d4d15e8c77b,POS,2024-10-29 03:31:57,126.33,GBP,5411,Grocery,debit,4986.63,Visa,**** **** **** 8764,11/30,Chase,Remi CUCHILLO,17dbda01-3b8f-4958-b184-df62ed3a1b25,Moore-Moore,"{'city': 'East Jeffreyport', 'state': 'MO', 'country': 'UK'}",T3739,swipe,POS,"{'latitude': Decimal('-73.083454'), 'longitude': Decimal('64.825342')}",903506,PIN,,3,approved,,,2.0,,,,fe459381-c2d8-43c2-b8c5-a753bdfd8cbc,referral,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
0186ec18-a92b-4b5e-8e98-091b780672b8,d744cdae-27ba-492f-a202-4faa071c6464,eb7bc888-7cd3-4e1f-b40c-b634b72805f8,POS,2024-10-15 23:58:17,913.21,GBP,5812,Restaurant,debit,4565.12,Visa,**** **** **** 6905,02/26,CitiBank,Remi CUCHILLO,751a2d79-c800-45e3-b034-374aa804bb78,Smith LLC,"{'city': 'Port Angela', 'state': 'NH', 'country': 'UK'}",T9171,swipe,POS,"{'latitude': Decimal('61.449353'), 'longitude': Decimal('174.004931')}",704583,PIN,,17,approved,,,9.0,,,,902c0d71-9ac4-4906-b450-b83eb12bc0a6,social media,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
360ef4af-5c9c-4d05-b4e4-42ef35425019,d744cdae-27ba-492f-a202-4faa071c6464,eb7bc888-7cd3-4e1f-b40c-b634b72805f8,POS,2024-10-29 21:24:56,116.9,GBP,5999,Grocery,debit,2467.48,Visa,**** **** **** 3512,11/33,CitiBank,Remi CUCHILLO,3ca15c0d-4831-41ea-9058-ac4305172c2a,Herman PLC,"{'city': 'Justinmouth', 'state': 'ME', 'country': 'UK'}",T2278,chip,POS,"{'latitude': Decimal('86.795176'), 'longitude': Decimal('52.914734')}",888305,PIN,,12,approved,,,8.0,,,,2c1a3aab-86c0-4623-99f2-41c87643c8fc,email,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
e865be13-ed92-4fb2-af3e-652aa10b6204,d744cdae-27ba-492f-a202-4faa071c6464,dfb428c9-6697-4ad7-8ebf-3d4d15e8c77b,POS,2024-10-30 23:48:51,826.97,GBP,5411,Gas,debit,1586.18,Visa,**** **** **** 9962,07/34,Chase,Remi CUCHILLO,452f585f-dd69-4cd4-8e00-7e43e5ca3861,"Wilson, Brandt and Stone","{'city': 'North Triciafort', 'state': 'OK', 'country': 'UK'}",T4517,NFC,POS,"{'latitude': Decimal('-37.5426735'), 'longitude': Decimal('-153.319659')}",876812,PIN,,1,approved,,,10.0,,,,54841e2d-c9a0-4724-ae95-eafed6715fca,direct,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
e7bd658e-fdd0-4190-8fa3-cf44a8884017,d744cdae-27ba-492f-a202-4faa071c6464,eb7bc888-7cd3-4e1f-b40c-b634b72805f8,POS,2024-10-23 01:19:42,861.15,GBP,5812,Electronics,debit,2572.27,Visa,**** **** **** 4731,02/26,CitiBank,Remi CUCHILLO,7aa68e1f-b5a3-4469-876f-98c18d997ad5,Kline-Sheppard,"{'city': 'Lauraville', 'state': 'LA', 'country': 'UK'}",T3612,NFC,POS,"{'latitude': Decimal('44.5423535'), 'longitude': Decimal('6.563827')}",796513,PIN,,7,approved,,,1.0,,,,943e0f4d-a6d1-4608-a93c-4314d15f046b,direct,Remi CUCHILLO,1998-12-19,UK,Passport,685e4381,UK,2033-01-05,"834 Joseph Hollow
West Michael, MO 94321",(785)960-9175,qsmith@example.com,Student,,Gift,<20k,True,85.0,,,,,
