transaction_id,customer_id,card_id,transaction_type,transaction_date_time,transaction_amount,currency,mcc,description,account_type,account_balance,card_type,card_number_masked,card_expiration_date,card_issuer,cardholder_name,merchant_id,merchant_name,merchant_location,merchant_terminal_id,payment_method,payment_channel,geolocation,authorization_code,authentication_method,3d_secure_status,fraud_risk_score,transaction_status,failure_reason,exchange_rate,rewards_earned,ip_address,device_id,user_agent,session_id,referral_source,kyc_full_name,kyc_customer_since,kyc_closed_false_positive_alerts,kyc_frequent_connection_country,kyc_south_sudan_ip_percentage
64c0ad14-664a-4a73-ac93-cbecf06fc1f5,ce7dad5a-ae71-4682-a802-fb87e5efb4d4,866107fe-0f87-4127-9bf7-f55265033703,POS,2024-09-08 05:16:26,4537.44,GBP,5999,Fuel,personal,1021.59,Visa,**** **** **** 9238,07/30,Barclays,DDD,141279b4-0b0e-46a6-a7c7-a6e25a7e3594,"Bush, Buck and Jones","{'city': 'Karenton', 'state': 'NJ', 'country': 'UK'}",T3422,chip,POS,"{'latitude': Decimal('85.9582465'), 'longitude': Decimal('-48.695474')}",572098,PIN,,8,approved,,,9,,,,25558291-abcb-4929-9267-b0cdd2253e65,direct,DDD,2004-11-18,50,South Sudan,10
c388ae37-5b88-4421-a405-b77a52e2e4d5,ce7dad5a-ae71-4682-a802-fb87e5efb4d4,866107fe-0f87-4127-9bf7-f55265033703,POS,2024-10-20 10:25:41,2974.38,GBP,5999,Dining,personal,3449.83,Visa,**** **** **** 6190,06/29,Barclays,DDD,76d6d8b7-211e-4d27-8c00-371e01f08e87,Jennings-Kennedy,"{'city': 'North Keithville', 'state': 'FM', 'country': 'UK'}",T1807,swipe,POS,"{'latitude': Decimal('-50.1664555'), 'longitude': Decimal('-159.815133')}",918165,PIN,,11,approved,,,10,,,,bb8bf490-9297-4cbb-ae06-678123bf7b20,social media,DDD,2004-11-18,50,South Sudan,10
daca6876-e5d2-4a7b-8109-1d5e0cf00c60,ce7dad5a-ae71-4682-a802-fb87e5efb4d4,866107fe-0f87-4127-9bf7-f55265033703,POS,2024-11-01 02:43:35,2279.37,GBP,5812,Grocery,personal,9177.49,Visa,**** **** **** 9267,09/31,Barclays,DDD,b04433b2-6036-49be-bdb4-2e977df0f557,Brady Inc,"{'city': 'New Brittany', 'state': 'NM', 'country': 'UK'}",T2832,chip,POS,"{'latitude': Decimal('70.546793'), 'longitude': Decimal('71.109916')}",968827,PIN,,12,approved,,,9,,,,decdadf8-7a88-421b-96db-4d8b1003a7fc,email,DDD,2004-11-18,50,South Sudan,10
c5031b03-a33d-46ff-b1e0-02730dfba83d,ce7dad5a-ae71-4682-a802-fb87e5efb4d4,866107fe-0f87-4127-9bf7-f55265033703,POS,2024-07-26 16:29:44,661.67,GBP,5812,Dining,personal,5114.85,Visa,**** **** **** 7344,07/26,Barclays,DDD,bc9798ea-9972-4197-a804-0c6f570011f0,Sheppard Ltd,"{'city': 'New Christineborough', 'state': 'DC', 'country': 'UK'}",T5836,chip,POS,"{'latitude': Decimal('89.857887'), 'longitude': Decimal('140.473727')}",777684,PIN,,4,approved,,,0,,,,10c9100d-478b-485d-b6b5-c9a37346e70c,email,DDD,2004-11-18,50,South Sudan,10
5aa02b4e-39a7-4e48-a11b-5456b59e325d,ce7dad5a-ae71-4682-a802-fb87e5efb4d4,00cf4556-1941-40c0-b4ff-4961e769016b,POS,2024-06-17 23:56:25,4804.5,GBP,5812,Dining,personal,6043.87,Visa,**** **** **** 3953,08/29,NatWest,DDD,d2c0b3fa-0498-463c-afcb-2a65bfd1a2c5,"Arroyo, Mclaughlin and Barr","{'city': 'Martinezview', 'state': 'GA', 'country': 'UK'}",T7927,NFC,POS,"{'latitude': Decimal('38.3069925'), 'longitude': Decimal('-169.113937')}",257037,PIN,,20,approved,,,6,,,,e2a96ade-540c-4ea9-aa6d-cc28cafa0ffd,email,DDD,2004-11-18,50,South Sudan,10
aba63759-29f2-4088-945a-1b4830771009,ce7dad5a-ae71-4682-a802-fb87e5efb4d4,866107fe-0f87-4127-9bf7-f55265033703,POS,2024-10-30 18:05:41,4364.19,GBP,5999,Shopping,personal,1463.79,Visa,**** **** **** 9586,01/28,Barclays,DDD,3caf8770-6f51-4123-aa8f-7b4a2e6d16f3,Vega-Love,"{'city': 'Brownshire', 'state': 'SD', 'country': 'UK'}",T2449,NFC,POS,"{'latitude': Decimal('63.944988'), 'longitude': Decimal('88.543044')}",819910,PIN,,14,approved,,,1,,,,1494d095-c79a-44a4-823b-cf1aaec5b44e,direct,DDD,2004-11-18,50,South Sudan,10
7aaa52d2-3ce9-4ff0-ab23-c98f5189ceb0,ce7dad5a-ae71-4682-a802-fb87e5efb4d4,866107fe-0f87-4127-9bf7-f55265033703,POS,2024-08-27 03:33:04,4654.05,GBP,5999,Fuel,personal,9178.59,Visa,**** **** **** 3621,11/26,Barclays,DDD,72b7e1d6-6f65-4dc0-bf01-97472f84423c,Smith-Barrett,"{'city': 'West Victorfurt', 'state': 'AL', 'country': 'UK'}",T4754,NFC,POS,"{'latitude': Decimal('-37.3206195'), 'longitude': Decimal('-167.755489')}",941300,PIN,,13,approved,,,5,,,,b325cfcb-ef63-483d-b14d-ce4c51dbf5cc,email,DDD,2004-11-18,50,South Sudan,10
ae77a59c-7699-408c-bae6-c53dc3e2b8a1,ce7dad5a-ae71-4682-a802-fb87e5efb4d4,00cf4556-1941-40c0-b4ff-4961e769016b,POS,2024-07-07 09:00:45,3377.87,GBP,5735,Dining,personal,2661.38,Visa,**** **** **** 1408,07/28,NatWest,DDD,bde417f2-77e5-475b-ba08-41f24e73a959,"Jones, Reese and Reed","{'city': 'Ericton', 'state': 'MN', 'country': 'UK'}",T1500,chip,POS,"{'latitude': Decimal('-52.509840'), 'longitude': Decimal('121.760798')}",400218,PIN,,2,approved,,,1,,,,cb98d12c-6b84-4073-8c6b-d9378240e99e,email,DDD,2004-11-18,50,South Sudan,10
668cdca9-608f-44ea-baf3-b0f49ad32736,ce7dad5a-ae71-4682-a802-fb87e5efb4d4,00cf4556-1941-40c0-b4ff-4961e769016b,POS,2024-07-15 19:34:16,1532.0,GBP,5411,Grocery,personal,2638.35,Visa,**** **** **** 9080,05/27,NatWest,DDD,e48e6504-e7b1-40f2-a8e8-ac885535ea66,Tucker-Williams,"{'city': 'Port Amy', 'state': 'NV', 'country': 'UK'}",T9483,swipe,POS,"{'latitude': Decimal('84.232253'), 'longitude': Decimal('162.673906')}",764923,PIN,,20,approved,,,7,,,,97bc85ad-43b5-42f5-9a45-906bb203c766,social media,DDD,2004-11-18,50,South Sudan,10
1aaa181d-47de-4c1f-94f0-b9977439ce72,ce7dad5a-ae71-4682-a802-fb87e5efb4d4,866107fe-0f87-4127-9bf7-f55265033703,POS,2024-05-20 07:11:41,2589.25,GBP,5812,Fuel,personal,7794.06,Visa,**** **** **** 8788,02/33,Barclays,DDD,d8e26061-d92b-433f-8327-a79e2cf45cd8,"Lee, Taylor and Stevens","{'city': 'North Carl', 'state': 'HI', 'country': 'UK'}",T1617,swipe,POS,"{'latitude': Decimal('25.3879835'), 'longitude': Decimal('60.486157')}",438580,PIN,,0,approved,,,8,,,,9cfa41c5-e849-402c-ada6-fc72e8ab1cb5,email,DDD,2004-11-18,50,South Sudan,10
