transaction_id,customer_id,card_id,transaction_type,transaction_date_time,transaction_amount,currency,mcc,description,account_type,account_balance,card_type,card_number_masked,card_expiration_date,card_issuer,cardholder_name,merchant_id,merchant_name,merchant_location,merchant_terminal_id,payment_method,payment_channel,geolocation,authorization_code,authentication_method,3d_secure_status,fraud_risk_score,transaction_status,failure_reason,exchange_rate,rewards_earned,ip_address,device_id,user_agent,session_id,referral_source,kyc_full_name,kyc_date_of_birth,kyc_nationality,kyc_id_type,kyc_id_number,kyc_id_issuing_country,kyc_id_expiration_date,kyc_address,kyc_phone_number,kyc_email,kyc_occupation,kyc_employer_name,kyc_source_of_funds,kyc_annual_income_range,kyc_pep_status,kyc_aml_risk_score,sender_name,sender_account_number,sender_bank,sender_location,source
ea8307d4-ee10-4cbc-a13a-11c04ce1317b,1c209e56-e485-4cbe-98e7-0c51ee825663,ddd05dc2-d5b3-4859-a369-1631018414ea,online,2024-10-30 13:37:16,55.38,GBP,5999,Gas,credit,706.21,MasterCard,**** **** **** 2489,03/32,Bank of America,Mark Thomas,2e782a8c-1b43-40dc-b231-e862922d567f,Edwards-Miller,"{'city': 'West Rodney', 'state': 'FM', 'country': 'UK'}",T3476,CNP,online,"{'latitude': Decimal('33.937478'), 'longitude': Decimal('-90.419078')}",881483,password,Passed,52,approved,insufficient funds,,2,165.58.227.188,7746a5f9-2214-4519-aba1-415621b4dad7,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_8; rv:1.9.4.20) Gecko/6631-09-24 11:01:10 Firefox/3.8,dba6aec8-27f3-413a-b434-e751ee824a92,email,Mark Thomas,1951-11-11,Antarctica (the territory South of 60 deg S),Driver's License,230e18b5,Kuwait,2032-09-20,"0158 Natalie Coves Suite 189
New Ashley, IA 14944",249.624.2080,jacquelinestokes@example.com,Curator,Fisher-Wilson,investment,<20k,True,63.0,,,,,
67f8ae9c-ff07-484d-b9cb-feee09631b72,1c209e56-e485-4cbe-98e7-0c51ee825663,c96430e7-fcd7-4c16-b7e5-ddc73795cbec,online,2024-10-24 03:25:56,83.52,GBP,5999,Gas,credit,8887.62,Visa,**** **** **** 8876,03/34,CitiBank,Mark Thomas,f4ad8ca6-b352-44e2-9ae3-605ca9e4b1ad,Baker-Hanson,"{'city': 'Williamstown', 'state': 'WY', 'country': 'UK'}",T7327,CNP,online,"{'latitude': Decimal('-11.0279095'), 'longitude': Decimal('-143.412913')}",211483,password,Failed,28,failed,fraud detected,,8,113.176.239.203,191d8915-bb1e-48f1-b6e3-5442d6229fa6,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.26.7 (KHTML, like Gecko) Version/4.0.4 Safari/535.26.7",89cf872d-709e-45a9-9559-1c93acc90f7e,direct,Mark Thomas,1951-11-11,Antarctica (the territory South of 60 deg S),Driver's License,230e18b5,Kuwait,2032-09-20,"0158 Natalie Coves Suite 189
New Ashley, IA 14944",249.624.2080,jacquelinestokes@example.com,Curator,Fisher-Wilson,investment,<20k,True,63.0,,,,,
ba1ab7f7-d27d-41de-8d8c-a6a0f20cc7e9,1c209e56-e485-4cbe-98e7-0c51ee825663,c96430e7-fcd7-4c16-b7e5-ddc73795cbec,POS,2024-10-22 02:33:03,138.04,GBP,5921,Clothing,debit,4295.0,Visa,**** **** **** 4093,05/34,CitiBank,Mark Thomas,801ed577-6619-4d97-a038-271768e72505,"Barnes, Parker and Evans","{'city': 'Port Sean', 'state': 'RI', 'country': 'UK'}",T4648,swipe,POS,"{'latitude': Decimal('40.178814'), 'longitude': Decimal('136.897849')}",859506,PIN,,17,failed,fraud detected,,6,,,,a15b204e-4406-48f1-a266-ddea4dc2153e,social media,Mark Thomas,1951-11-11,Antarctica (the territory South of 60 deg S),Driver's License,230e18b5,Kuwait,2032-09-20,"0158 Natalie Coves Suite 189
New Ashley, IA 14944",249.624.2080,jacquelinestokes@example.com,Curator,Fisher-Wilson,investment,<20k,True,63.0,,,,,
a0ac8fb7-db45-4119-ae21-e993909b6928,5cfdd67b-2ddd-4d90-b364-12e42de7522b,e14b99c6-59fe-45be-8d9c-ffeff3331500,POS,2024-10-30 17:22:49,56.24,GBP,5411,Gas,credit,8839.06,MasterCard,**** **** **** 9104,05/31,CitiBank,Caitlyn Larson,0f148842-b4aa-4adf-abba-7d533063a7e7,"Martinez, Sullivan and Foster","{'city': 'South Kaitlyn', 'state': 'IA', 'country': 'UK'}",T2474,NFC,POS,"{'latitude': Decimal('-35.1743895'), 'longitude': Decimal('136.596829')}",648102,PIN,,37,pending,insufficient funds,,2,,,,1e2845bd-243d-4492-be1e-306897ede001,referral,Caitlyn Larson,2004-02-26,Liberia,Driver's License,7b436c41,Paraguay,2033-08-22,"3922 Matthew Groves
Dannytown, IA 55833",(301)949-7666x18899,monicahuber@example.org,Glass blower/designer,Douglas Group,salary,<20k,True,67.0,,,,,
37af943f-2587-402c-98ff-a17dc5de4d26,1c209e56-e485-4cbe-98e7-0c51ee825663,c96430e7-fcd7-4c16-b7e5-ddc73795cbec,online,2024-11-08 23:43:54,454.62,GBP,5999,Restaurant,credit,9270.27,Visa,**** **** **** 7416,04/34,CitiBank,Mark Thomas,b763601e-e812-4185-8003-8d7167925f34,Jones-Dunn,"{'city': 'East Craig', 'state': 'IA', 'country': 'UK'}",T6094,CNP,online,"{'latitude': Decimal('16.866190'), 'longitude': Decimal('-58.506378')}",239581,PIN,Failed,18,approved,fraud detected,,7,83.217.34.34,6b8046cb-10aa-4981-8d61-22a5b706948f,"Mozilla/5.0 (iPad; CPU iPad OS 16_7_7 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/14.1h1037.0 Mobile/58O355 Safari/534.0",88389736-d864-4170-bda9-eacba5052f72,email,Mark Thomas,1951-11-11,Antarctica (the territory South of 60 deg S),Driver's License,230e18b5,Kuwait,2032-09-20,"0158 Natalie Coves Suite 189
New Ashley, IA 14944",249.624.2080,jacquelinestokes@example.com,Curator,Fisher-Wilson,investment,<20k,True,63.0,,,,,
be015919-bbec-4fac-b8a9-b21a648ddbc0,1c209e56-e485-4cbe-98e7-0c51ee825663,ddd05dc2-d5b3-4859-a369-1631018414ea,inbound,2024-10-20 08:03:25,492.48,GBP,,Inbound Payment,,3439.5,,,,,,,,,,,bank_transfer,,,,,0,approved,,,0,,,,,,,,,,,,,,,,,,,,,,Andrew Turner,****4240,Chase,"{'city': 'Brianaberg', 'state': 'OR', 'country': 'Sweden'}",gift
e71cf0cc-2abb-4553-a768-40090541d50d,5cfdd67b-2ddd-4d90-b364-12e42de7522b,e14b99c6-59fe-45be-8d9c-ffeff3331500,online,2024-10-18 20:47:05,141.63,GBP,5735,Gas,debit,1191.96,Visa,**** **** **** 4920,01/32,CitiBank,Caitlyn Larson,b763601e-e812-4185-8003-8d7167925f34,Jones-Dunn,"{'city': 'East Craig', 'state': 'IA', 'country': 'UK'}",T6094,CNP,online,"{'latitude': Decimal('-38.793853'), 'longitude': Decimal('118.947623')}",986057,password,Passed,35,pending,technical error,,5,29.221.9.18,2cbcbc6e-df6b-43ed-b5dc-57bb068bcbb7,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 11.0; Trident/3.0),4e084e65-70d6-4f45-8105-e2f6d4501cc8,direct,Caitlyn Larson,2004-02-26,Liberia,Driver's License,7b436c41,Paraguay,2033-08-22,"3922 Matthew Groves
Dannytown, IA 55833",(301)949-7666x18899,monicahuber@example.org,Glass blower/designer,Douglas Group,salary,<20k,True,67.0,,,,,
2166f059-5103-4ddf-89e4-a641de8abccc,5cfdd67b-2ddd-4d90-b364-12e42de7522b,e14b99c6-59fe-45be-8d9c-ffeff3331500,online,2024-10-30 23:44:19,567.76,GBP,5812,Electronics,debit,2182.07,Visa,**** **** **** 1118,01/33,CitiBank,Caitlyn Larson,801ed577-6619-4d97-a038-271768e72505,"Barnes, Parker and Evans","{'city': 'Port Sean', 'state': 'RI', 'country': 'UK'}",T4648,CNP,online,"{'latitude': Decimal('-88.987301'), 'longitude': Decimal('-84.393011')}",642462,biometric,Failed,10,pending,fraud detected,,8,76.94.115.2,8f1bb783-e882-4c45-9714-030bd2b99695,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.1),dd2e97b4-63ce-4a6f-a578-c9dd34f902f7,email,Caitlyn Larson,2004-02-26,Liberia,Driver's License,7b436c41,Paraguay,2033-08-22,"3922 Matthew Groves
Dannytown, IA 55833",(301)949-7666x18899,monicahuber@example.org,Glass blower/designer,Douglas Group,salary,<20k,True,67.0,,,,,
cdc66c95-eeda-49c0-b8ff-401d6b8a63d7,1c209e56-e485-4cbe-98e7-0c51ee825663,ddd05dc2-d5b3-4859-a369-1631018414ea,inbound,2024-11-13 07:37:52,33.19,GBP,,Inbound Payment,,6458.27,,,,,,,,,,,bank_transfer,,,,,0,approved,,,0,,,,,,,,,,,,,,,,,,,,,,John Holden,****4750,Bank of America,"{'city': 'Nicoleside', 'state': 'WV', 'country': 'Belarus'}",loan
8c485169-ad3a-41b1-9fa3-d61d934849fb,1c209e56-e485-4cbe-98e7-0c51ee825663,ddd05dc2-d5b3-4859-a369-1631018414ea,mobile_app,2024-10-31 21:14:14,10.13,GBP,5999,Grocery,credit,671.03,MasterCard,**** **** **** 6726,04/32,Bank of America,Mark Thomas,d9fe4d8b-0943-46ed-8efd-944f22e78654,Shelton-Walsh,"{'city': 'Cassieside', 'state': 'OR', 'country': 'UK'}",T2859,CNP,mobile_app,"{'latitude': Decimal('26.3227945'), 'longitude': Decimal('-105.907447')}",233710,PIN,,21,pending,fraud detected,,0,171.255.66.191,22759fa3-1b4c-41a3-97d2-e92ce283a3c9,,7d5c5741-2bdd-49df-a3da-d3c63891e83d,email,Mark Thomas,1951-11-11,Antarctica (the territory South of 60 deg S),Driver's License,230e18b5,Kuwait,2032-09-20,"0158 Natalie Coves Suite 189
New Ashley, IA 14944",249.624.2080,jacquelinestokes@example.com,Curator,Fisher-Wilson,investment,<20k,True,63.0,,,,,
df5cb90e-1fae-4c74-84f1-de3700980860,1c209e56-e485-4cbe-98e7-0c51ee825663,c96430e7-fcd7-4c16-b7e5-ddc73795cbec,POS,2024-10-27 14:51:00,368.24,GBP,5812,Electronics,saving,9517.69,Visa,**** **** **** 7246,11/26,CitiBank,Mark Thomas,d9fe4d8b-0943-46ed-8efd-944f22e78654,Shelton-Walsh,"{'city': 'Cassieside', 'state': 'OR', 'country': 'UK'}",T2859,chip,POS,"{'latitude': Decimal('83.3694605'), 'longitude': Decimal('141.040835')}",173688,biometric,,89,pending,technical error,,1,,,,83e5466d-abd1-4fb5-9dff-1074908a3308,social media,Mark Thomas,1951-11-11,Antarctica (the territory South of 60 deg S),Driver's License,230e18b5,Kuwait,2032-09-20,"0158 Natalie Coves Suite 189
New Ashley, IA 14944",249.624.2080,jacquelinestokes@example.com,Curator,Fisher-Wilson,investment,<20k,True,63.0,,,,,
cedac40d-2404-4de6-b55e-1b98e8797835,1c209e56-e485-4cbe-98e7-0c51ee825663,c96430e7-fcd7-4c16-b7e5-ddc73795cbec,POS,2024-10-25 12:22:22,216.45,GBP,5812,Electronics,saving,9755.31,Visa,**** **** **** 1486,03/33,CitiBank,Mark Thomas,801ed577-6619-4d97-a038-271768e72505,"Barnes, Parker and Evans","{'city': 'Port Sean', 'state': 'RI', 'country': 'UK'}",T4648,chip,POS,"{'latitude': Decimal('26.429820'), 'longitude': Decimal('-18.438720')}",488664,password,,90,approved,fraud detected,,1,,,,227df8bd-64f1-4167-b644-aaace1cc93f9,referral,Mark Thomas,1951-11-11,Antarctica (the territory South of 60 deg S),Driver's License,230e18b5,Kuwait,2032-09-20,"0158 Natalie Coves Suite 189
New Ashley, IA 14944",249.624.2080,jacquelinestokes@example.com,Curator,Fisher-Wilson,investment,<20k,True,63.0,,,,,
e6abaad3-6017-4a9f-beae-221de14d4a8e,1c209e56-e485-4cbe-98e7-0c51ee825663,ddd05dc2-d5b3-4859-a369-1631018414ea,POS,2024-10-14 16:39:38,12.13,GBP,5812,Clothing,credit,7244.69,MasterCard,**** **** **** 1889,05/28,Bank of America,Mark Thomas,d9fe4d8b-0943-46ed-8efd-944f22e78654,Shelton-Walsh,"{'city': 'Cassieside', 'state': 'OR', 'country': 'UK'}",T2859,chip,POS,"{'latitude': Decimal('5.5356485'), 'longitude': Decimal('12.012543')}",665878,password,,73,pending,insufficient funds,,8,,,,6c32db83-2ec7-4e6e-967e-31a7bdc13244,direct,Mark Thomas,1951-11-11,Antarctica (the territory South of 60 deg S),Driver's License,230e18b5,Kuwait,2032-09-20,"0158 Natalie Coves Suite 189
New Ashley, IA 14944",249.624.2080,jacquelinestokes@example.com,Curator,Fisher-Wilson,investment,<20k,True,63.0,,,,,
804502a9-f59d-407a-bb14-004967844486,1c209e56-e485-4cbe-98e7-0c51ee825663,c96430e7-fcd7-4c16-b7e5-ddc73795cbec,POS,2024-11-07 08:21:22,256.31,GBP,5999,Grocery,debit,2201.94,Visa,**** **** **** 3967,07/27,CitiBank,Mark Thomas,0f148842-b4aa-4adf-abba-7d533063a7e7,"Martinez, Sullivan and Foster","{'city': 'South Kaitlyn', 'state': 'IA', 'country': 'UK'}",T2474,NFC,POS,"{'latitude': Decimal('-51.6759835'), 'longitude': Decimal('132.322802')}",325043,password,,94,failed,,,1,,,,93abf1e0-9912-4ff6-aff9-23d42e064c8e,social media,Mark Thomas,1951-11-11,Antarctica (the territory South of 60 deg S),Driver's License,230e18b5,Kuwait,2032-09-20,"0158 Natalie Coves Suite 189
New Ashley, IA 14944",249.624.2080,jacquelinestokes@example.com,Curator,Fisher-Wilson,investment,<20k,True,63.0,,,,,
6e314e35-a54d-4161-89df-406a270a6a9c,5cfdd67b-2ddd-4d90-b364-12e42de7522b,e14b99c6-59fe-45be-8d9c-ffeff3331500,mobile_app,2024-10-27 06:50:09,349.18,GBP,5999,Grocery,credit,4463.34,MasterCard,**** **** **** 4416,08/28,CitiBank,Caitlyn Larson,1dac7f24-133c-4832-8304-093f33ce4f47,Conrad Group,"{'city': 'Kevinton', 'state': 'LA', 'country': 'UK'}",T3034,CNP,mobile_app,"{'latitude': Decimal('4.3969935'), 'longitude': Decimal('161.703060')}",622706,biometric,,90,failed,technical error,,7,202.251.171.35,b47d56ab-7d7b-4763-8f8b-78893096342a,,ecdd1c27-7c10-479d-bf5c-a1bfc18d4f7c,referral,Caitlyn Larson,2004-02-26,Liberia,Driver's License,7b436c41,Paraguay,2033-08-22,"3922 Matthew Groves
Dannytown, IA 55833",(301)949-7666x18899,monicahuber@example.org,Glass blower/designer,Douglas Group,salary,<20k,True,67.0,,,,,
c6b16194-89b9-4b00-804d-0dfb2394a19c,1c209e56-e485-4cbe-98e7-0c51ee825663,c96430e7-fcd7-4c16-b7e5-ddc73795cbec,online,2024-10-18 04:31:02,67.91,AUD,5921,Electronics,debit,4603.7,Visa,**** **** **** 6038,07/28,CitiBank,Mark Thomas,0f148842-b4aa-4adf-abba-7d533063a7e7,"Martinez, Sullivan and Foster","{'city': 'South Kariville', 'state': 'OH', 'country': 'MR'}",T2474,CNP,online,"{'latitude': Decimal('-67.8154435'), 'longitude': Decimal('37.777061')}",252656,biometric,Passed,65,failed,fraud detected,1.4,9,29.235.245.77,c1041d20-7af2-448c-bd90-e17a5698ce3a,Opera/9.29.(Windows NT 6.1; iw-IL) Presto/2.9.189 Version/11.00,b18e9bbe-2fd4-4c16-af97-b8b74e6e2157,social media,Mark Thomas,1951-11-11,Antarctica (the territory South of 60 deg S),Driver's License,230e18b5,Kuwait,2032-09-20,"0158 Natalie Coves Suite 189
New Ashley, IA 14944",249.624.2080,jacquelinestokes@example.com,Curator,Fisher-Wilson,investment,<20k,True,63.0,,,,,
22c07e0f-5ed1-4056-ae38-48481d3d4c22,1c209e56-e485-4cbe-98e7-0c51ee825663,c96430e7-fcd7-4c16-b7e5-ddc73795cbec,mobile_app,2024-10-16 07:32:01,675.94,GBP,5812,Restaurant,debit,581.57,Visa,**** **** **** 3696,03/32,CitiBank,Mark Thomas,1dac7f24-133c-4832-8304-093f33ce4f47,Conrad Group,"{'city': 'Kevinton', 'state': 'LA', 'country': 'UK'}",T3034,CNP,mobile_app,"{'latitude': Decimal('-49.768166'), 'longitude': Decimal('-49.688881')}",164567,biometric,,65,failed,fraud detected,,9,194.202.217.100,98fffb4a-313f-4ab0-9069-51f0a8e580ab,,8b72a1c2-2d02-4534-b688-0689d9bd945b,email,Mark Thomas,1951-11-11,Antarctica (the territory South of 60 deg S),Driver's License,230e18b5,Kuwait,2032-09-20,"0158 Natalie Coves Suite 189
New Ashley, IA 14944",249.624.2080,jacquelinestokes@example.com,Curator,Fisher-Wilson,investment,<20k,True,63.0,,,,,
