transaction_id,customer_id,card_id,transaction_type,transaction_date_time,transaction_amount,currency,mcc,description,account_type,account_balance,card_type,card_number_masked,card_expiration_date,card_issuer,cardholder_name,merchant_id,merchant_name,merchant_location,merchant_terminal_id,payment_method,payment_channel,geolocation,authorization_code,authentication_method,3d_secure_status,fraud_risk_score,transaction_status,failure_reason,exchange_rate,rewards_earned,ip_address,device_id,user_agent,session_id,referral_source,kyc_full_name,kyc_date_of_birth,kyc_nationality,kyc_id_type,kyc_id_number,kyc_id_issuing_country,kyc_id_expiration_date,kyc_address,kyc_phone_number,kyc_email,kyc_occupation,kyc_employer_name,kyc_source_of_funds,kyc_annual_income_range,kyc_pep_status,kyc_aml_risk_score,kyc_closed_false_positive_alerts,kyc_frequent_connection_country,kyc_customer_since,companies_directed,sender_name,sender_account_number,sender_bank,sender_location,source
f13376cc-4a60-421b-8793-1b4edf56881a,2b9bbea7-808b-4b26-baa8-1628076c822e,be253a8c-1190-470e-ba26-ca45e1816e97,online,2024-10-26 13:09:54,1448.96,GBP,5735,Gas,credit,8669.39,MasterCard,**** **** **** 2676,02/26,Bank of America,Ann Jones,19bb487c-7719-4761-ab74-373a0888496e,"Brooks, Wade and Cook","{'city': 'Beasleyfurt', 'state': 'PR', 'country': 'UK'}",T2860,CNP,online,"{'latitude': Decimal('-69.6396125'), 'longitude': Decimal('26.047479')}",556926,biometric,Failed,67,failed,fraud detected,,4,201.74.107.177,287a0df7-dfe8-4c8b-92b8-909ea14b992b,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/51.0.864.0 Safari/531.2",235aacbb-9703-44f2-a867-d1de11563ddc,email,Ann Jones,1980-11-18,Saint Pierre and Miquelon,Driver's License,57b6d745,Wallis and Futuna,2031-05-11,"488 Aguilar Bypass
Nguyenmouth, UT 60906",681-532-6650x664,burnschristina@example.net,Museum/gallery exhibitions officer,Peters-Anderson,salary,50k-100k,False,6.0,0,,1994-11-21,,,,,,
445fd31b-6b9f-441b-9525-aa5307d8e5cf,2b9bbea7-808b-4b26-baa8-1628076c822e,4c075797-c418-4786-b053-40fce1d76ec1,POS,2024-10-22 12:24:49,646.88,GBP,5921,Restaurant,debit,3918.63,Visa,**** **** **** 3669,09/26,CitiBank,Ann Jones,19bb487c-7719-4761-ab74-373a0888496e,"Brooks, Wade and Cook","{'city': 'Beasleyfurt', 'state': 'PR', 'country': 'UK'}",T2860,chip,POS,"{'latitude': Decimal('23.603700'), 'longitude': Decimal('75.327638')}",804422,password,,16,pending,technical error,,3,,,,61553ce1-6e8c-4eab-921b-fedea98fce3a,email,Ann Jones,1980-11-18,Saint Pierre and Miquelon,Driver's License,57b6d745,Wallis and Futuna,2031-05-11,"488 Aguilar Bypass
Nguyenmouth, UT 60906",681-532-6650x664,burnschristina@example.net,Museum/gallery exhibitions officer,Peters-Anderson,salary,50k-100k,False,6.0,0,,1994-11-21,,,,,,
0a3ecb25-bf89-41ab-8683-037db2a881bf,2b9bbea7-808b-4b26-baa8-1628076c822e,4c075797-c418-4786-b053-40fce1d76ec1,POS,2024-10-17 16:40:46,100.05,GBP,5735,Electronics,debit,7765.77,Visa,**** **** **** 1724,06/34,CitiBank,Ann Jones,073a1975-e0a9-4550-ae62-96701b42bec9,"Price, Benson and Smith","{'city': 'Rodriguezchester', 'state': 'WA', 'country': 'UK'}",T8772,NFC,POS,"{'latitude': Decimal('23.721873'), 'longitude': Decimal('-95.795490')}",736936,PIN,,26,pending,fraud detected,,10,,,,0e370ed2-931c-40ec-8b2b-7800f913533c,direct,Ann Jones,1980-11-18,Saint Pierre and Miquelon,Driver's License,57b6d745,Wallis and Futuna,2031-05-11,"488 Aguilar Bypass
Nguyenmouth, UT 60906",681-532-6650x664,burnschristina@example.net,Museum/gallery exhibitions officer,Peters-Anderson,salary,50k-100k,False,6.0,0,,1994-11-21,,,,,,
289201f4-13c1-40bf-8631-2c3890a6d16f,2b9bbea7-808b-4b26-baa8-1628076c822e,be253a8c-1190-470e-ba26-ca45e1816e97,mobile_app,2024-11-11 03:20:21,479.93,GBP,5735,Grocery,debit,6386.41,Visa,**** **** **** 8694,08/31,Bank of America,Ann Jones,d015c4ec-2b75-45cf-81d2-bca1ec20bb90,Sims LLC,"{'city': 'Knightburgh', 'state': 'CA', 'country': 'UK'}",T1099,CNP,mobile_app,"{'latitude': Decimal('6.2032385'), 'longitude': Decimal('-8.793366')}",520018,PIN,,12,pending,fraud detected,,0,85.76.20.121,39c2a5d2-be2f-4ae9-820d-d5c32f1aca29,,baabd78e-e848-4372-a395-91152eac3aba,social media,Ann Jones,1980-11-18,Saint Pierre and Miquelon,Driver's License,57b6d745,Wallis and Futuna,2031-05-11,"488 Aguilar Bypass
Nguyenmouth, UT 60906",681-532-6650x664,burnschristina@example.net,Museum/gallery exhibitions officer,Peters-Anderson,salary,50k-100k,False,6.0,0,,1994-11-21,,,,,,
d88cceae-60a4-4724-b591-8caeb003afc9,4b25f647-aae4-45ea-a061-26e399bb2a5c,32d24c74-142e-4e97-8de4-64b63fd75490,POS,2024-10-22 19:44:38,186.65,GBP,5812,Grocery,saving,9225.35,Visa,**** **** **** 2972,09/30,Bank of America,Allen Hamilton,02094ae3-33c4-43e0-afa0-e5ea87364898,"Johnson, Wood and Miller","{'city': 'Adamfort', 'state': 'NM', 'country': 'UK'}",T7011,swipe,POS,"{'latitude': Decimal('-79.920746'), 'longitude': Decimal('-153.119055')}",454530,password,,20,pending,fraud detected,,7,,,,c135c1ac-0de5-4e73-857c-6871ffd5876a,email,Allen Hamilton,1953-08-11,Zimbabwe,Passport,70496b22,Tonga,2031-11-15,"0615 Bentley Island Apt. 861
Hinesmouth, MS 13179",9303357930,stevenortiz@example.net,Higher education careers adviser,"Abbott, Wilson and Leblanc",business income,<20k,True,10.0,0,,1987-11-23,,,,,,
06a63762-fe4c-4a6d-8471-52529c53b465,4b25f647-aae4-45ea-a061-26e399bb2a5c,32d24c74-142e-4e97-8de4-64b63fd75490,mobile_app,2024-10-22 01:09:27,173.4,GBP,5812,Clothing,debit,7645.0,Visa,**** **** **** 1178,06/33,Bank of America,Allen Hamilton,d015c4ec-2b75-45cf-81d2-bca1ec20bb90,Sims LLC,"{'city': 'Knightburgh', 'state': 'CA', 'country': 'UK'}",T1099,CNP,mobile_app,"{'latitude': Decimal('-49.656089'), 'longitude': Decimal('-67.916858')}",701663,biometric,,91,pending,fraud detected,,6,222.89.129.224,0593e08b-5e1f-42a9-a68a-1d7e650eaaf0,,be517bf0-d9f3-4736-8658-7a78c87d0125,email,Allen Hamilton,1953-08-11,Zimbabwe,Passport,70496b22,Tonga,2031-11-15,"0615 Bentley Island Apt. 861
Hinesmouth, MS 13179",9303357930,stevenortiz@example.net,Higher education careers adviser,"Abbott, Wilson and Leblanc",business income,<20k,True,10.0,0,,1987-11-23,,,,,,
fca66bf7-39f4-46b1-90cf-6b9c23053bc6,4b25f647-aae4-45ea-a061-26e399bb2a5c,32d24c74-142e-4e97-8de4-64b63fd75490,online,2024-10-22 14:51:32,724.99,GBP,5735,Electronics,credit,8846.43,MasterCard,**** **** **** 3736,01/31,Bank of America,Allen Hamilton,a339d172-ca95-4440-953c-4af7e7c4aa62,Taylor-West,"{'city': 'Smithchester', 'state': 'VI', 'country': 'UK'}",T4958,CNP,online,"{'latitude': Decimal('-70.7432225'), 'longitude': Decimal('4.374921')}",827632,password,Passed,47,failed,technical error,,4,2.83.90.13,feaebe23-e37b-41a0-8701-474b32acf189,"Mozilla/5.0 (Linux; Android 4.0.1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/32.0.854.0 Safari/533.2",ad2a8b53-ecfa-47b7-8e62-9bc473485149,social media,Allen Hamilton,1953-08-11,Zimbabwe,Passport,70496b22,Tonga,2031-11-15,"0615 Bentley Island Apt. 861
Hinesmouth, MS 13179",9303357930,stevenortiz@example.net,Higher education careers adviser,"Abbott, Wilson and Leblanc",business income,<20k,True,10.0,0,,1987-11-23,,,,,,
b436ca5b-5c90-4907-804d-85abe2ac9882,2b9bbea7-808b-4b26-baa8-1628076c822e,4c075797-c418-4786-b053-40fce1d76ec1,mobile_app,2024-10-25 07:51:40,184.65,GBP,5812,Electronics,saving,9821.16,Visa,**** **** **** 3825,02/29,CitiBank,Ann Jones,a339d172-ca95-4440-953c-4af7e7c4aa62,Taylor-West,"{'city': 'Smithchester', 'state': 'VI', 'country': 'UK'}",T4958,CNP,mobile_app,"{'latitude': Decimal('-82.1608935'), 'longitude': Decimal('147.929785')}",709042,biometric,,68,pending,,,5,29.78.120.21,383643c9-0c26-44ce-9e35-6f077e27cd46,,6c939b13-c704-42e4-a415-54edcb169f29,social media,Ann Jones,1980-11-18,Saint Pierre and Miquelon,Driver's License,57b6d745,Wallis and Futuna,2031-05-11,"488 Aguilar Bypass
Nguyenmouth, UT 60906",681-532-6650x664,burnschristina@example.net,Museum/gallery exhibitions officer,Peters-Anderson,salary,50k-100k,False,6.0,0,,1994-11-21,,,,,,
8b66e34c-01f6-48ac-a6ac-d28141bdeb18,2b9bbea7-808b-4b26-baa8-1628076c822e,4c075797-c418-4786-b053-40fce1d76ec1,mobile_app,2024-10-23 01:43:11,332.69,GBP,5411,Clothing,credit,6079.65,Visa,**** **** **** 3233,08/27,CitiBank,Ann Jones,a339d172-ca95-4440-953c-4af7e7c4aa62,Taylor-West,"{'city': 'Smithchester', 'state': 'VI', 'country': 'UK'}",T4958,CNP,mobile_app,"{'latitude': Decimal('-69.804351'), 'longitude': Decimal('175.835988')}",743078,PIN,,10,failed,,,5,213.21.47.15,c89ea29e-1b00-486c-9dc3-31f42567a5ee,,660e75df-0ed3-4414-8d8c-126276fc7f2d,direct,Ann Jones,1980-11-18,Saint Pierre and Miquelon,Driver's License,57b6d745,Wallis and Futuna,2031-05-11,"488 Aguilar Bypass
Nguyenmouth, UT 60906",681-532-6650x664,burnschristina@example.net,Museum/gallery exhibitions officer,Peters-Anderson,salary,50k-100k,False,6.0,0,,1994-11-21,,,,,,
9b6b6964-77e0-4c4f-bc64-47f795231b45,2b9bbea7-808b-4b26-baa8-1628076c822e,4c075797-c418-4786-b053-40fce1d76ec1,mobile_app,2024-10-23 01:49:15,54.64,GBP,5812,Electronics,debit,8114.59,Visa,**** **** **** 8210,05/29,CitiBank,Ann Jones,02094ae3-33c4-43e0-afa0-e5ea87364898,"Johnson, Wood and Miller","{'city': 'Adamfort', 'state': 'NM', 'country': 'UK'}",T7011,CNP,mobile_app,"{'latitude': Decimal('-84.4120545'), 'longitude': Decimal('-9.819482')}",861070,biometric,,99,failed,,,2,58.24.63.19,b6626651-d7a8-49d0-a5ec-17a22207642b,,21beadca-4946-4eb3-a39a-bbbb3f98bde9,referral,Ann Jones,1980-11-18,Saint Pierre and Miquelon,Driver's License,57b6d745,Wallis and Futuna,2031-05-11,"488 Aguilar Bypass
Nguyenmouth, UT 60906",681-532-6650x664,burnschristina@example.net,Museum/gallery exhibitions officer,Peters-Anderson,salary,50k-100k,False,6.0,0,,1994-11-21,,,,,,
13dcb062-3dd7-41fa-9b06-34d12c85876d,2b9bbea7-808b-4b26-baa8-1628076c822e,4c075797-c418-4786-b053-40fce1d76ec1,mobile_app,2024-11-03 23:31:44,98.54,GBP,5921,Gas,saving,8472.76,Visa,**** **** **** 9527,08/27,CitiBank,Ann Jones,9350c8f2-c9dc-4356-a55e-cadf645042ff,"Meyer, Kelly and Taylor","{'city': 'South Jacob', 'state': 'CA', 'country': 'UK'}",T5705,CNP,mobile_app,"{'latitude': Decimal('57.2222665'), 'longitude': Decimal('-63.925536')}",769226,biometric,,48,approved,,,9,160.115.170.151,09e9c347-ebc0-48c2-b8be-417015dfc3ea,,4e431fb2-68ae-4034-bfe8-a2f6ddb1cc92,email,Ann Jones,1980-11-18,Saint Pierre and Miquelon,Driver's License,57b6d745,Wallis and Futuna,2031-05-11,"488 Aguilar Bypass
Nguyenmouth, UT 60906",681-532-6650x664,burnschristina@example.net,Museum/gallery exhibitions officer,Peters-Anderson,salary,50k-100k,False,6.0,0,,1994-11-21,,,,,,
5f0aa20d-d371-4108-8dee-58e843615ce6,4b25f647-aae4-45ea-a061-26e399bb2a5c,32d24c74-142e-4e97-8de4-64b63fd75490,online,2024-10-20 11:08:36,515.48,JPY,5999,Gas,saving,5040.79,Visa,**** **** **** 2296,02/33,Bank of America,Allen Hamilton,9350c8f2-c9dc-4356-a55e-cadf645042ff,"Meyer, Kelly and Taylor","{'city': 'Brittneyland', 'state': 'WY', 'country': 'SO'}",T5705,CNP,online,"{'latitude': Decimal('-64.2019755'), 'longitude': Decimal('93.098310')}",516335,password,Failed,77,pending,insufficient funds,1.37,3,195.102.42.26,bc9b2e2f-3406-4079-9051-160ab7ff30e7,Opera/8.11.(Windows NT 6.2; ia-FR) Presto/2.9.190 Version/10.00,87456b9b-f531-4364-93b4-bff67d8a7563,direct,Allen Hamilton,1953-08-11,Zimbabwe,Passport,70496b22,Tonga,2031-11-15,"0615 Bentley Island Apt. 861
Hinesmouth, MS 13179",9303357930,stevenortiz@example.net,Higher education careers adviser,"Abbott, Wilson and Leblanc",business income,<20k,True,10.0,0,,1987-11-23,,,,,,
9c516d25-3ebd-453b-9aef-e6ea99d98d79,4b25f647-aae4-45ea-a061-26e399bb2a5c,32d24c74-142e-4e97-8de4-64b63fd75490,online,2024-10-23 23:44:42,382.89,EUR,5999,Clothing,debit,3569.58,Visa,**** **** **** 5121,04/29,Bank of America,Allen Hamilton,02094ae3-33c4-43e0-afa0-e5ea87364898,"Johnson, Wood and Miller","{'city': 'Kaylamouth', 'state': 'MO', 'country': 'MR'}",T7011,CNP,online,"{'latitude': Decimal('-15.0488805'), 'longitude': Decimal('-23.882975')}",550514,PIN,Passed,40,approved,,1.15,7,27.195.241.0,41247795-79a2-4500-b532-c410812fb931,"Mozilla/5.0 (Linux; Android 4.3) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/27.0.886.0 Safari/531.2",3a45735d-2c34-4f51-98e6-4ede1299bdab,social media,Allen Hamilton,1953-08-11,Zimbabwe,Passport,70496b22,Tonga,2031-11-15,"0615 Bentley Island Apt. 861
Hinesmouth, MS 13179",9303357930,stevenortiz@example.net,Higher education careers adviser,"Abbott, Wilson and Leblanc",business income,<20k,True,10.0,0,,1987-11-23,,,,,,
a5d75d8e-47e2-474d-968f-3870f60f23da,4b25f647-aae4-45ea-a061-26e399bb2a5c,32d24c74-142e-4e97-8de4-64b63fd75490,online,2024-10-25 02:55:27,102.24,GBP,5735,Gas,debit,822.3,Visa,**** **** **** 7256,11/32,Bank of America,Allen Hamilton,03f4410f-0a38-4823-8a04-b9817a3686e3,"Fox, Manning and Gardner","{'city': 'Laurastad', 'state': 'MO', 'country': 'UK'}",T1366,CNP,online,"{'latitude': Decimal('-81.7901625'), 'longitude': Decimal('13.519591')}",287451,password,Passed,90,failed,fraud detected,,3,211.92.70.214,70003827-bf9b-44e3-a714-854c173d06a1,Mozilla/5.0 (Windows NT 5.2; ik-CA; rv:1.9.2.20) Gecko/6752-09-26 11:43:55 Firefox/7.0,55504d8a-04a6-4c3a-8401-ee6184155350,referral,Allen Hamilton,1953-08-11,Zimbabwe,Passport,70496b22,Tonga,2031-11-15,"0615 Bentley Island Apt. 861
Hinesmouth, MS 13179",9303357930,stevenortiz@example.net,Higher education careers adviser,"Abbott, Wilson and Leblanc",business income,<20k,True,10.0,0,,1987-11-23,,,,,,
