transaction_id,customer_id,card_id,transaction_type,transaction_date_time,transaction_amount,currency,mcc,description,account_type,account_balance,card_type,card_number_masked,card_expiration_date,card_issuer,cardholder_name,merchant_id,merchant_name,merchant_location,merchant_terminal_id,payment_method,payment_channel,geolocation,authorization_code,authentication_method,3d_secure_status,fraud_risk_score,transaction_status,failure_reason,exchange_rate,rewards_earned,ip_address,device_id,user_agent,session_id,referral_source,companies_directed,kyc_address,kyc_aml_risk_score,kyc_annual_income_range,kyc_closed_false_positive_alerts,kyc_customer_since,kyc_date_of_birth,kyc_email,kyc_employer_name,kyc_frequent_connection_country,kyc_full_name,kyc_id_expiration_date,kyc_id_issuing_country,kyc_id_type,kyc_id_number,kyc_occupation,kyc_nationality,kyc_phone_number,kyc_pep_status,kyc_source_of_funds,sender_name,sender_account_number,sender_bank,sender_location,source
2c52deb2-576e-4cf2-9220-f328bf4a6058,f8825a99-0a60-4a21-af05-b479436559be,0a7247ab-3394-4449-8022-095e47f1a823,outbound,2024-10-27 20:33:59,191305.43,GBP,6012,Business Transfer,business,48473.47,MasterCard,**** **** **** 1848,08/29,NatWest,Dawn Thomas,0cb18328-7103-4326-b874-16824b70efa5,"Yates, Reese and Clayton","{'city': 'North Andrew', 'state': 'KY', 'country': 'Mexico'}",T2411,wire_transfer,online,"{'latitude': Decimal('36.244214'), 'longitude': Decimal('-114.514366')}",671325,password,,40,approved,,,0,51.78.23.85,cc4c124b-a3b7-48bb-9c5a-0ecdb2619258,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_7 rv:5.0; an-ES) AppleWebKit/533.27.4 (KHTML, like Gecko) Version/4.1 Safari/533.27.4",2091752c-40bf-4999-a048-7b16089e2b0b,direct,"Sampson, Wallace and Wright (Mexico), Yates, Reese and Clayton (Mexico), Smith and Sons (Singapore), Mccarthy, Ray and Chavez (Australia), Rodriguez, Hernandez and Mueller (Australia)","PSC 0568, Box 3944
APO AA 69937",5,>250k,1,2012-11-16,1964-07-07,rwebb@example.net,,Mexico,Dawn Thomas,2027-04-13,UK,Passport,da0acd7e,Company Director,UK,001-278-818-2626,False,Salary,,,,,
82291f50-3360-466a-90c5-a32187c29561,f8825a99-0a60-4a21-af05-b479436559be,9cad0d2f-1ac9-4e72-9602-432f962f93c7,outbound,2024-10-28 04:59:51,194731.71,GBP,8999,Business Transfer,business,41515.44,MasterCard,**** **** **** 6656,07/32,Barclays,Dawn Thomas,ba55946a-6ade-46be-a340-44a0ce4d58be,"Rodriguez, Hernandez and Mueller","{'city': 'Andersonside', 'state': 'VI', 'country': 'Australia'}",T7437,wire_transfer,online,"{'latitude': Decimal('-83.1313235'), 'longitude': Decimal('-145.368241')}",883787,password,,54,approved,,,0,198.242.126.174,cd015394-125b-47f4-a223-3924c0ff2e74,Opera/9.49.(Windows NT 5.1; bhb-IN) Presto/2.9.184 Version/10.00,fffc6472-ef36-406e-bc5e-0fca41fd52f9,business partner,"Sampson, Wallace and Wright (Mexico), Yates, Reese and Clayton (Mexico), Smith and Sons (Singapore), Mccarthy, Ray and Chavez (Australia), Rodriguez, Hernandez and Mueller (Australia)","PSC 0568, Box 3944
APO AA 69937",5,>250k,0,2004-11-18,1964-07-07,rwebb@example.net,,Mexico,Dawn Thomas,2027-04-13,UK,Passport,da0acd7e,Company Director,UK,001-278-818-2626,False,Salary,,,,,
abeb8655-6ddc-420b-927e-dbd7c3701f50,f8825a99-0a60-4a21-af05-b479436559be,0a7247ab-3394-4449-8022-095e47f1a823,outbound,2024-10-21 01:58:02,122437.89,GBP,6012,Business Transfer,business,10248.54,MasterCard,**** **** **** 8143,10/25,NatWest,Dawn Thomas,8d028a97-a90a-40e7-bbca-61eb21ce8675,"Yates, Reese and Clayton","{'city': 'Jesseview', 'state': 'DE', 'country': 'Mexico'}",T7988,wire_transfer,online,"{'latitude': Decimal('27.4996165'), 'longitude': Decimal('-7.033789')}",933310,password,,30,approved,,,0,148.20.85.83,6113ae2b-38e0-4070-b20d-e1225954602c,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_3 rv:5.0; hak-TW) AppleWebKit/535.18.2 (KHTML, like Gecko) Version/5.1 Safari/535.18.2",313bdd9f-0b94-461b-8897-72a103573c8d,business partner,"Sampson, Wallace and Wright (Mexico), Yates, Reese and Clayton (Mexico), Smith and Sons (Singapore), Mccarthy, Ray and Chavez (Australia), Rodriguez, Hernandez and Mueller (Australia)","PSC 0568, Box 3944
APO AA 69937",5,>250k,4,2019-11-15,1964-07-07,rwebb@example.net,,Mexico,Dawn Thomas,2027-04-13,UK,Passport,da0acd7e,Company Director,UK,001-278-818-2626,False,Salary,,,,,
1a2681d3-d3cb-427f-8d9e-92b971f6538f,f8825a99-0a60-4a21-af05-b479436559be,0a7247ab-3394-4449-8022-095e47f1a823,outbound,2024-10-23 21:13:46,130798.89,GBP,6012,Business Transfer,business,13598.17,MasterCard,**** **** **** 5271,10/34,NatWest,Dawn Thomas,fcfe670a-1781-4399-9677-1936b622970d,"Sampson, Wallace and Wright","{'city': 'Jorgeview', 'state': 'FL', 'country': 'Mexico'}",T8601,wire_transfer,online,"{'latitude': Decimal('-59.8390065'), 'longitude': Decimal('109.831353')}",349517,password,,49,approved,,,0,182.242.62.22,110d7b63-c04e-4148-9e0e-1a3ffdc292f9,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.0),f58dccb7-baab-44f1-8f38-46719e477b02,business partner,"Sampson, Wallace and Wright (Mexico), Yates, Reese and Clayton (Mexico), Smith and Sons (Singapore), Mccarthy, Ray and Chavez (Australia), Rodriguez, Hernandez and Mueller (Australia)","PSC 0568, Box 3944
APO AA 69937",5,>250k,2,2005-11-18,1964-07-07,rwebb@example.net,,Mexico,Dawn Thomas,2027-04-13,UK,Passport,da0acd7e,Company Director,UK,001-278-818-2626,False,Salary,,,,,
f2fa9147-2542-4a79-8e8e-e3c3b02f89fc,f8825a99-0a60-4a21-af05-b479436559be,9cad0d2f-1ac9-4e72-9602-432f962f93c7,outbound,2024-10-20 05:09:27,149497.4,GBP,8999,Business Transfer,business,27411.0,MasterCard,**** **** **** 8333,09/32,Barclays,Dawn Thomas,0228771e-4f6d-4a65-8495-bc0434c1f87a,"Mccarthy, Ray and Chavez","{'city': 'Clarkfurt', 'state': 'AK', 'country': 'Australia'}",T6327,wire_transfer,online,"{'latitude': Decimal('44.1938015'), 'longitude': Decimal('70.393806')}",214093,password,,75,approved,,,0,200.242.92.116,4e7e9cec-2063-42b5-9c9d-621c936a61b2,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; mg-MG) AppleWebKit/531.31.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.31.3",4e0630b8-8a58-43d2-9bb1-918d00b2403f,direct,"Sampson, Wallace and Wright (Mexico), Yates, Reese and Clayton (Mexico), Smith and Sons (Singapore), Mccarthy, Ray and Chavez (Australia), Rodriguez, Hernandez and Mueller (Australia)","PSC 0568, Box 3944
APO AA 69937",5,>250k,1,2023-11-14,1964-07-07,rwebb@example.net,,Mexico,Dawn Thomas,2027-04-13,UK,Passport,da0acd7e,Company Director,UK,001-278-818-2626,False,Salary,,,,,
b13a60b8-542b-4af8-bed2-c9c9a054dfd2,f8825a99-0a60-4a21-af05-b479436559be,0a7247ab-3394-4449-8022-095e47f1a823,outbound,2024-11-12 00:30:14,110318.49,GBP,4829,Business Transfer,business,28812.61,MasterCard,**** **** **** 9099,04/28,NatWest,Dawn Thomas,8dac5245-9c51-4bc5-9ea9-f5177c85148a,"Sampson, Wallace and Wright","{'city': 'Rodneyhaven', 'state': 'MO', 'country': 'Mexico'}",T3475,wire_transfer,online,"{'latitude': Decimal('-4.1517715'), 'longitude': Decimal('83.623926')}",210225,password,,55,approved,,,0,186.173.99.133,b1abae06-ddf7-4842-af46-77a96fdca0c1,Opera/9.33.(Windows 95; tt-RU) Presto/2.9.181 Version/12.00,e91e931f-b330-46ba-9dd5-2fabb51b3b65,direct,"Sampson, Wallace and Wright (Mexico), Yates, Reese and Clayton (Mexico), Smith and Sons (Singapore), Mccarthy, Ray and Chavez (Australia), Rodriguez, Hernandez and Mueller (Australia)","PSC 0568, Box 3944
APO AA 69937",5,>250k,4,2020-11-14,1964-07-07,rwebb@example.net,,Mexico,Dawn Thomas,2027-04-13,UK,Passport,da0acd7e,Company Director,UK,001-278-818-2626,False,Salary,,,,,
d20dddf3-c72f-4685-960d-66746f37e9ba,f8825a99-0a60-4a21-af05-b479436559be,0a7247ab-3394-4449-8022-095e47f1a823,outbound,2024-11-01 06:27:43,116862.82,GBP,6012,Business Transfer,business,38229.96,MasterCard,**** **** **** 4411,09/25,NatWest,Dawn Thomas,313e7bcf-7647-4f4c-abf7-17f7c5d08acf,"Rodriguez, Hernandez and Mueller","{'city': 'North Christopher', 'state': 'CA', 'country': 'Australia'}",T5596,wire_transfer,online,"{'latitude': Decimal('-47.224220'), 'longitude': Decimal('-136.255512')}",492269,password,,54,approved,,,0,156.209.117.117,50012cf5-f679-428f-b542-8b5053b1a283,Opera/8.31.(X11; Linux i686; lb-LU) Presto/2.9.160 Version/11.00,2fcb6404-6800-454c-a4a0-dff98484a4aa,business partner,"Sampson, Wallace and Wright (Mexico), Yates, Reese and Clayton (Mexico), Smith and Sons (Singapore), Mccarthy, Ray and Chavez (Australia), Rodriguez, Hernandez and Mueller (Australia)","PSC 0568, Box 3944
APO AA 69937",5,>250k,2,2015-11-16,1964-07-07,rwebb@example.net,,Mexico,Dawn Thomas,2027-04-13,UK,Passport,da0acd7e,Company Director,UK,001-278-818-2626,False,Salary,,,,,
298e60aa-39f7-426c-88d8-4361691906a6,f8825a99-0a60-4a21-af05-b479436559be,0a7247ab-3394-4449-8022-095e47f1a823,outbound,2024-10-15 00:15:29,150381.68,GBP,4829,Business Transfer,business,23424.26,MasterCard,**** **** **** 2339,06/27,NatWest,Dawn Thomas,5fcc193c-3140-4b63-90dc-83defe33df8b,"Mccarthy, Ray and Chavez","{'city': 'Matthewside', 'state': 'MT', 'country': 'Australia'}",T3963,wire_transfer,online,"{'latitude': Decimal('-75.1580925'), 'longitude': Decimal('90.685303')}",462061,password,,72,approved,,,0,104.74.195.201,e354676e-582f-4594-aae4-506dc011185e,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/534.45.7 (KHTML, like Gecko) Version/5.0.1 Safari/534.45.7",ca516fb2-6752-4065-8466-27f18e2ef8a0,business partner,"Sampson, Wallace and Wright (Mexico), Yates, Reese and Clayton (Mexico), Smith and Sons (Singapore), Mccarthy, Ray and Chavez (Australia), Rodriguez, Hernandez and Mueller (Australia)","PSC 0568, Box 3944
APO AA 69937",5,>250k,5,2006-11-18,1964-07-07,rwebb@example.net,,Mexico,Dawn Thomas,2027-04-13,UK,Passport,da0acd7e,Company Director,UK,001-278-818-2626,False,Salary,,,,,
1a2f3118-a0eb-4fea-b615-6b917aa48c3f,f8825a99-0a60-4a21-af05-b479436559be,0a7247ab-3394-4449-8022-095e47f1a823,POS,2024-06-27 04:00:26,4333.02,GBP,5411,Office Supplies,business,17345.05,Visa,**** **** **** 9090,05/27,NatWest,Dawn Thomas,815c4482-b4ea-4b7a-bd3c-93e0a3f6917d,Taylor Ltd,"{'city': 'Carpenterton', 'state': 'CA', 'country': 'UK'}",T4188,chip,POS,"{'latitude': Decimal('37.014514'), 'longitude': Decimal('170.953550')}",123292,PIN,,30,approved,,,3,,,,5d0f49e6-3f2e-46e1-b297-ffe6a2062fe6,direct,"Sampson, Wallace and Wright (Mexico), Yates, Reese and Clayton (Mexico), Smith and Sons (Singapore), Mccarthy, Ray and Chavez (Australia), Rodriguez, Hernandez and Mueller (Australia)","PSC 0568, Box 3944
APO AA 69937",5,>250k,3,2015-11-16,1964-07-07,rwebb@example.net,,Mexico,Dawn Thomas,2027-04-13,UK,Passport,da0acd7e,Company Director,UK,001-278-818-2626,False,Salary,,,,,
d0bdc459-2f3d-4d3b-8aea-d8d336c5c26a,f8825a99-0a60-4a21-af05-b479436559be,0a7247ab-3394-4449-8022-095e47f1a823,POS,2024-10-19 13:32:27,4042.3,GBP,5999,Fuel,business,31277.74,Visa,**** **** **** 3103,01/26,NatWest,Dawn Thomas,1f39088c-08b9-48ac-a1c5-a93d3c2c60c4,Harmon-Daniels,"{'city': 'Lake Jennifer', 'state': 'WY', 'country': 'UK'}",T8263,swipe,POS,"{'latitude': Decimal('69.6649855'), 'longitude': Decimal('-71.832629')}",467473,PIN,,13,approved,,,4,,,,e16da650-3de3-43a3-bed5-a6956354ceb7,advertisement,"Sampson, Wallace and Wright (Mexico), Yates, Reese and Clayton (Mexico), Smith and Sons (Singapore), Mccarthy, Ray and Chavez (Australia), Rodriguez, Hernandez and Mueller (Australia)","PSC 0568, Box 3944
APO AA 69937",5,>250k,4,2022-11-14,1964-07-07,rwebb@example.net,,Mexico,Dawn Thomas,2027-04-13,UK,Passport,da0acd7e,Company Director,UK,001-278-818-2626,False,Salary,,,,,
6c35c5c8-6c79-4b83-86f6-9993d6054ead,f8825a99-0a60-4a21-af05-b479436559be,9cad0d2f-1ac9-4e72-9602-432f962f93c7,POS,2024-06-01 08:17:42,719.46,GBP,5411,Fuel,business,6215.15,Visa,**** **** **** 5767,05/31,Barclays,Dawn Thomas,383fd44a-b448-4fc3-86c5-cb0007eba284,Webb Inc,"{'city': 'Karenport', 'state': 'OK', 'country': 'UK'}",T4773,NFC,POS,"{'latitude': Decimal('-80.099621'), 'longitude': Decimal('73.456182')}",239978,PIN,,11,approved,,,2,,,,dd49db51-01e3-4964-9ce9-10833c9c993b,advertisement,"Sampson, Wallace and Wright (Mexico), Yates, Reese and Clayton (Mexico), Smith and Sons (Singapore), Mccarthy, Ray and Chavez (Australia), Rodriguez, Hernandez and Mueller (Australia)","PSC 0568, Box 3944
APO AA 69937",5,>250k,1,2012-11-16,1964-07-07,rwebb@example.net,,Mexico,Dawn Thomas,2027-04-13,UK,Passport,da0acd7e,Company Director,UK,001-278-818-2626,False,Salary,,,,,
