transaction_id,customer_id,card_id,transaction_type,transaction_date_time,transaction_amount,currency,mcc,description,account_type,account_balance,card_type,card_number_masked,card_expiration_date,card_issuer,cardholder_name,merchant_id,merchant_name,merchant_location,merchant_terminal_id,payment_method,payment_channel,geolocation,authorization_code,authentication_method,3d_secure_status,fraud_risk_score,transaction_status,failure_reason,exchange_rate,rewards_earned,ip_address,device_id,user_agent,session_id,referral_source,kyc_full_name,kyc_customer_since,kyc_closed_false_positive_alerts,kyc_frequent_connection_country,kyc_address,kyc_aml_risk_score,kyc_annual_income_range,kyc_date_of_birth,kyc_email,kyc_employer_name,kyc_id_expiration_date,kyc_id_issuing_country,kyc_id_type,kyc_id_number,kyc_occupation,kyc_nationality,kyc_phone_number,kyc_pep_status,kyc_source_of_funds,companies_directed
38d894a9-5d4e-4215-bc8e-cc2f89ab2bb4,e3d38dd2-4834-4817-b881-4ff343a6d8f7,87a5edb5-5904-4513-8c8a-cbcca029fb46,POS,2024-07-02 04:14:24,1679.4,GBP,5921,Dining,personal,4943.32,Visa,**** **** **** 7029,05/27,Barclays,Andrew Martin,acd26e3c-7cff-4f52-9fe2-618645b6f1cf,"Wagner, Fischer and Floyd","{'city': 'South Sierra', 'state': 'MD', 'country': 'UK'}",T7381,chip,POS,"{'latitude': Decimal('-17.4426145'), 'longitude': Decimal('87.590708')}",150158,PIN,,13,approved,,,3,,,,a1e8c981-c021-4385-aab4-23dff36b0d31,social media,Andrew Martin,2004-11-18,50,South Sudan,"31457 Harper Isle
Knightview, VT 23518",85,<20k,2002-04-21,anthonyritter@example.net,,2033-09-01,UK,Passport,cc311335,Student,UK,641-629-1225,True,Gift,
041a8b1d-2f5c-49b1-ab3c-1787043e6463,e3d38dd2-4834-4817-b881-4ff343a6d8f7,473d0e53-dda3-401b-b428-1a9e635b3c06,POS,2024-08-22 17:25:10,216.4,GBP,5411,Dining,personal,7046.1,Visa,**** **** **** 6537,04/32,Lloyds,Andrew Martin,3a43719d-1ec1-475a-8695-802b2505e4d5,"James, Peters and Noble","{'city': 'East Amandaside', 'state': 'OR', 'country': 'UK'}",T3276,chip,POS,"{'latitude': Decimal('58.435183'), 'longitude': Decimal('-115.759817')}",735050,PIN,,14,approved,,,3,,,,3b547443-f3fa-47d0-aaeb-1ff73f4f2ce1,direct,Andrew Martin,2004-11-18,50,South Sudan,"31457 Harper Isle
Knightview, VT 23518",85,<20k,2002-04-21,anthonyritter@example.net,,2033-09-01,UK,Passport,cc311335,Student,UK,641-629-1225,True,Gift,
0320940a-09ac-4bd5-83f0-51f59a1f6193,e3d38dd2-4834-4817-b881-4ff343a6d8f7,473d0e53-dda3-401b-b428-1a9e635b3c06,POS,2024-07-08 00:49:37,2588.18,GBP,5921,Fuel,personal,1064.61,Visa,**** **** **** 6189,07/30,Lloyds,Andrew Martin,9894f6f3-4af7-4664-9a20-eea77ec35fa2,Roberts LLC,"{'city': 'New Sarah', 'state': 'MA', 'country': 'UK'}",T7079,swipe,POS,"{'latitude': Decimal('78.471633'), 'longitude': Decimal('-91.840614')}",808823,PIN,,0,approved,,,8,,,,a46495e3-73f4-42d8-a9bf-a8749e1fec36,social media,Andrew Martin,2004-11-18,50,South Sudan,"31457 Harper Isle
Knightview, VT 23518",85,<20k,2002-04-21,anthonyritter@example.net,,2033-09-01,UK,Passport,cc311335,Student,UK,641-629-1225,True,Gift,
3d900293-bd20-4c11-8782-c799243fb4d0,e3d38dd2-4834-4817-b881-4ff343a6d8f7,87a5edb5-5904-4513-8c8a-cbcca029fb46,POS,2024-09-26 02:56:42,1655.28,GBP,5411,Shopping,personal,1073.46,Visa,**** **** **** 7062,09/34,Barclays,Andrew Martin,94920f27-0512-42ff-9f9f-4a27b229ca1f,Johnson-Mays,"{'city': 'South Tyler', 'state': 'NV', 'country': 'UK'}",T7562,swipe,POS,"{'latitude': Decimal('4.041043'), 'longitude': Decimal('-171.872618')}",576315,PIN,,10,approved,,,2,,,,7e0365b7-ac5c-4f4d-99b1-e0d19ed89efe,email,Andrew Martin,2004-11-18,50,South Sudan,"31457 Harper Isle
Knightview, VT 23518",85,<20k,2002-04-21,anthonyritter@example.net,,2033-09-01,UK,Passport,cc311335,Student,UK,641-629-1225,True,Gift,
ffb2c685-414c-40cf-b893-c77a737cb2ee,e3d38dd2-4834-4817-b881-4ff343a6d8f7,87a5edb5-5904-4513-8c8a-cbcca029fb46,POS,2024-05-30 16:33:00,4790.41,GBP,5812,Grocery,personal,6036.89,Visa,**** **** **** 9102,07/30,Barclays,Andrew Martin,bd996783-32bf-4026-a871-141abb05efc9,"Hooper, Flowers and Rogers","{'city': 'Oscarland', 'state': 'GU', 'country': 'UK'}",T1899,NFC,POS,"{'latitude': Decimal('-35.4481145'), 'longitude': Decimal('133.207536')}",957459,PIN,,7,approved,,,6,,,,1f767e15-11e7-40ef-9770-acb3a4e26d1a,social media,Andrew Martin,2004-11-18,50,South Sudan,"31457 Harper Isle
Knightview, VT 23518",85,<20k,2002-04-21,anthonyritter@example.net,,2033-09-01,UK,Passport,cc311335,Student,UK,641-629-1225,True,Gift,
72476eb9-c0ab-4ff8-a2d6-1d00c5b49b37,e3d38dd2-4834-4817-b881-4ff343a6d8f7,87a5edb5-5904-4513-8c8a-cbcca029fb46,POS,2024-08-06 11:04:03,575.0,GBP,5921,Fuel,personal,3264.24,Visa,**** **** **** 6432,03/30,Barclays,Andrew Martin,41dda2e0-8ce7-4aec-9ca0-ac419e8fa2d3,"Vang, Mejia and Henderson","{'city': 'Smithhaven', 'state': 'HI', 'country': 'UK'}",T6418,NFC,POS,"{'latitude': Decimal('48.9183435'), 'longitude': Decimal('79.671771')}",466117,PIN,,4,approved,,,0,,,,6986978b-3923-4b9c-a7e4-dcfeb7628d5d,direct,Andrew Martin,2004-11-18,50,South Sudan,"31457 Harper Isle
Knightview, VT 23518",85,<20k,2002-04-21,anthonyritter@example.net,,2033-09-01,UK,Passport,cc311335,Student,UK,641-629-1225,True,Gift,
2ac6459c-8f02-4705-9cdf-9a7ea01261b9,e3d38dd2-4834-4817-b881-4ff343a6d8f7,473d0e53-dda3-401b-b428-1a9e635b3c06,POS,2024-05-21 18:05:38,2297.06,GBP,5999,Shopping,personal,2280.44,Visa,**** **** **** 9367,06/27,Lloyds,Andrew Martin,b299be69-80d5-4660-ad2b-f457b479516b,Castaneda-Murphy,"{'city': 'Wilkersonborough', 'state': 'SC', 'country': 'UK'}",T3618,NFC,POS,"{'latitude': Decimal('64.899674'), 'longitude': Decimal('161.342236')}",484181,PIN,,5,approved,,,3,,,,ca45bcbf-eceb-4290-839a-0451d4270750,email,Andrew Martin,2004-11-18,50,South Sudan,"31457 Harper Isle
Knightview, VT 23518",85,<20k,2002-04-21,anthonyritter@example.net,,2033-09-01,UK,Passport,cc311335,Student,UK,641-629-1225,True,Gift,
9b3a5caf-16d6-466d-b03b-6618d5c17e1f,e3d38dd2-4834-4817-b881-4ff343a6d8f7,87a5edb5-5904-4513-8c8a-cbcca029fb46,POS,2024-10-26 14:50:50,2130.02,GBP,5921,Dining,personal,6507.13,Visa,**** **** **** 5234,02/28,Barclays,Andrew Martin,58fbfdc3-60a7-4710-836d-a7f398ea09cb,Fleming-Pearson,"{'city': 'Victoriaberg', 'state': 'DE', 'country': 'UK'}",T7860,chip,POS,"{'latitude': Decimal('-75.202179'), 'longitude': Decimal('-92.209885')}",796973,PIN,,7,approved,,,1,,,,4c111914-f563-40fe-8636-eb4f78a95004,email,Andrew Martin,2004-11-18,50,South Sudan,"31457 Harper Isle
Knightview, VT 23518",85,<20k,2002-04-21,anthonyritter@example.net,,2033-09-01,UK,Passport,cc311335,Student,UK,641-629-1225,True,Gift,
35e4580a-96bc-4f0f-aa22-f1ab512b4dfa,e3d38dd2-4834-4817-b881-4ff343a6d8f7,87a5edb5-5904-4513-8c8a-cbcca029fb46,POS,2024-09-15 22:33:55,1445.03,GBP,5999,Dining,personal,5648.02,Visa,**** **** **** 7646,11/29,Barclays,Andrew Martin,cb64eeac-c69c-4b6c-81e4-3caa4c4d4d1e,Johnson Ltd,"{'city': 'Abigailtown', 'state': 'AK', 'country': 'UK'}",T2349,NFC,POS,"{'latitude': Decimal('-77.6105375'), 'longitude': Decimal('120.107175')}",492668,PIN,,0,approved,,,7,,,,dadac4e7-5cb9-4ec7-98e1-5f162fb08969,direct,Andrew Martin,2004-11-18,50,South Sudan,"31457 Harper Isle
Knightview, VT 23518",85,<20k,2002-04-21,anthonyritter@example.net,,2033-09-01,UK,Passport,cc311335,Student,UK,641-629-1225,True,Gift,
283fde96-8de0-428a-9e8c-e7a0ac28d5c4,e3d38dd2-4834-4817-b881-4ff343a6d8f7,87a5edb5-5904-4513-8c8a-cbcca029fb46,POS,2024-08-13 21:41:50,3044.29,GBP,5812,Dining,personal,8910.31,Visa,**** **** **** 8256,05/27,Barclays,Andrew Martin,c44fa9a3-ac71-4f04-b981-914a50c23f02,Anderson-Oconnell,"{'city': 'South Amandafort', 'state': 'WA', 'country': 'UK'}",T3969,chip,POS,"{'latitude': Decimal('45.6919175'), 'longitude': Decimal('-152.479517')}",794710,PIN,,6,approved,,,3,,,,70a6b31f-5814-41c1-a80e-50bf4cdb210b,social media,Andrew Martin,2004-11-18,50,South Sudan,"31457 Harper Isle
Knightview, VT 23518",85,<20k,2002-04-21,anthonyritter@example.net,,2033-09-01,UK,Passport,cc311335,Student,UK,641-629-1225,True,Gift,
