transaction_id,customer_id,card_id,transaction_type,transaction_date_time,transaction_amount,currency,mcc,description,account_type,account_balance,card_type,card_number_masked,card_expiration_date,card_issuer,cardholder_name,merchant_id,merchant_name,merchant_location,merchant_terminal_id,payment_method,payment_channel,geolocation,authorization_code,authentication_method,3d_secure_status,fraud_risk_score,transaction_status,failure_reason,exchange_rate,rewards_earned,ip_address,device_id,user_agent,session_id,referral_source,kyc_full_name,kyc_date_of_birth,kyc_nationality,kyc_id_type,kyc_id_number,kyc_id_issuing_country,kyc_id_expiration_date,kyc_address,kyc_phone_number,kyc_email,kyc_occupation,kyc_employer_name,kyc_source_of_funds,kyc_annual_income_range,kyc_pep_status,kyc_aml_risk_score,kyc_closed_false_positive_alerts,kyc_customer_since,kyc_frequent_connection_country,companies_directed,sender_name,sender_account_number,sender_bank,sender_location,source
ba152820-3a92-4222-a060-9249afb0ad2b,019b0ddc-f82d-4834-ae24-bbc35df9f07b,11784c20-ed82-4f77-98c9-4ea1d45dfde3,POS,2024-10-17 15:42:47,919.52,GBP,5812,Grocery,debit,4772.07,Visa,**** **** **** 4380,11/29,CitiBank,David Hill,b7cea363-e713-4246-8240-038a9af088b7,Moses-Leon,"{'city': 'East Lauren', 'state': 'MO', 'country': 'UK'}",T9800,chip,POS,"{'latitude': Decimal('-25.9341665'), 'longitude': Decimal('-48.839608')}",355882,PIN,,6,approved,,,5.0,,,,79507e85-ccec-4654-990a-3afe5a0fc5e9,email,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,0.0,1.0,China,,,,,,
626cc5ae-b5cc-48ce-bbe9-c5efd87fe0d6,019b0ddc-f82d-4834-ae24-bbc35df9f07b,11784c20-ed82-4f77-98c9-4ea1d45dfde3,POS,2024-10-25 16:32:13,732.62,GBP,5812,Restaurant,debit,4931.45,Visa,**** **** **** 5506,06/34,CitiBank,David Hill,4bb20385-7270-4d1c-99cc-c19f149259f1,"Contreras, Alvarez and Stephens","{'city': 'Smithbury', 'state': 'AK', 'country': 'UK'}",T8308,swipe,POS,"{'latitude': Decimal('20.388724'), 'longitude': Decimal('-79.519461')}",245820,PIN,,19,approved,,,10.0,,,,6d88489c-e0cb-4f85-9b87-9c21d76eebaf,direct,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,2.0,5.0,China,,,,,,
e6ccc3a9-18a4-4e27-8d14-32729c9261a1,019b0ddc-f82d-4834-ae24-bbc35df9f07b,baddd35d-61be-48b7-9b3e-67cf77971fce,POS,2024-11-10 00:01:56,468.41,GBP,5921,Grocery,debit,1919.95,Visa,**** **** **** 9346,09/33,Bank of America,David Hill,36dbed1a-e14d-44fa-a3bc-63f2b3880e4c,Valdez Ltd,"{'city': 'Bryanbury', 'state': 'WA', 'country': 'UK'}",T8880,chip,POS,"{'latitude': Decimal('-8.0293885'), 'longitude': Decimal('-39.340047')}",367188,PIN,,14,approved,,,9.0,,,,e0a25215-be51-4b23-b008-4102743c125e,social media,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,1.0,5.0,China,,,,,,
e9c44aa9-98c3-475e-80b5-b948bc05289d,019b0ddc-f82d-4834-ae24-bbc35df9f07b,baddd35d-61be-48b7-9b3e-67cf77971fce,POS,2024-11-03 21:51:29,473.64,GBP,5735,Clothing,debit,3702.27,Visa,**** **** **** 5814,09/32,Bank of America,David Hill,030d844b-d383-431c-85ec-db4149209ad6,"Thomas, Mcdonald and Coleman","{'city': 'Christopherton', 'state': 'FL', 'country': 'UK'}",T2721,NFC,POS,"{'latitude': Decimal('-17.700031'), 'longitude': Decimal('-154.058591')}",563841,PIN,,16,approved,,,9.0,,,,41b29f33-d32f-4f8c-bbfb-6435e9d611a4,email,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,1.0,0.0,China,,,,,,
cd5b0660-dfb3-4c9c-acd6-55bae4a0f980,019b0ddc-f82d-4834-ae24-bbc35df9f07b,baddd35d-61be-48b7-9b3e-67cf77971fce,POS,2024-11-09 23:03:43,364.64,GBP,5812,Grocery,debit,4965.31,Visa,**** **** **** 5688,07/27,Bank of America,David Hill,efaee00d-7095-4f11-b7d1-0b0d3d99904e,Howard PLC,"{'city': 'Port Jennifer', 'state': 'MO', 'country': 'UK'}",T3750,NFC,POS,"{'latitude': Decimal('-4.5835395'), 'longitude': Decimal('13.654060')}",695440,PIN,,0,approved,,,8.0,,,,431ea21b-0fd1-45a7-8cdc-101a2f82e73c,social media,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,2.0,3.0,China,,,,,,
603c67a2-0831-45a3-8a76-d1b6d692d12c,019b0ddc-f82d-4834-ae24-bbc35df9f07b,baddd35d-61be-48b7-9b3e-67cf77971fce,POS,2024-11-13 04:22:41,321.77,GBP,5999,Clothing,debit,2926.33,Visa,**** **** **** 2740,07/25,Bank of America,David Hill,1116b64f-6efd-460e-a50d-2dee5659362e,Brown-Hall,"{'city': 'Brookebury', 'state': 'ND', 'country': 'UK'}",T1021,NFC,POS,"{'latitude': Decimal('39.8390965'), 'longitude': Decimal('131.372897')}",247460,PIN,,20,approved,,,4.0,,,,9b2476c0-f519-41a5-a5da-a34f177ddb8b,social media,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,2.0,4.0,China,,,,,,
c645a8cc-f281-4637-b8a6-886b52d22fa1,019b0ddc-f82d-4834-ae24-bbc35df9f07b,11784c20-ed82-4f77-98c9-4ea1d45dfde3,POS,2024-10-17 16:53:50,330.71,GBP,5999,Restaurant,debit,2759.11,Visa,**** **** **** 5859,04/30,CitiBank,David Hill,6ede6bc3-3d97-4cc1-90a8-d64f71d50763,Moore-Johnson,"{'city': 'Joshuafort', 'state': 'PR', 'country': 'UK'}",T1291,NFC,POS,"{'latitude': Decimal('-36.5410855'), 'longitude': Decimal('-163.838407')}",872860,PIN,,7,approved,,,10.0,,,,49d1f30f-b787-4061-9735-12392f47237f,email,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,0.0,0.0,China,,,,,,
aec10867-175a-4d54-a84e-164bac94a6e9,019b0ddc-f82d-4834-ae24-bbc35df9f07b,11784c20-ed82-4f77-98c9-4ea1d45dfde3,POS,2024-10-18 19:35:43,266.89,GBP,5999,Clothing,debit,3753.7,Visa,**** **** **** 3188,09/31,CitiBank,David Hill,eb0ba99d-7e8f-4499-9e3b-5ead0bee3a11,"Ortiz, Shea and Terrell","{'city': 'New Heathermouth', 'state': 'OR', 'country': 'UK'}",T3602,NFC,POS,"{'latitude': Decimal('85.6131765'), 'longitude': Decimal('14.073554')}",635838,PIN,,11,approved,,,6.0,,,,d7d7effa-b6f3-4ad4-99b8-3c6cd059ad4b,direct,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,2.0,2.0,China,,,,,,
f5a5af1a-22fd-400d-85bc-9da5fbadfbfc,019b0ddc-f82d-4834-ae24-bbc35df9f07b,baddd35d-61be-48b7-9b3e-67cf77971fce,POS,2024-10-23 08:37:53,503.82,GBP,5921,Grocery,debit,2784.67,Visa,**** **** **** 4597,12/24,Bank of America,David Hill,86bfaa39-21d4-4363-9f58-0c5c5d07e0dc,"Lane, Williams and Mitchell","{'city': 'West Melindachester', 'state': 'CT', 'country': 'UK'}",T5294,chip,POS,"{'latitude': Decimal('-49.5886745'), 'longitude': Decimal('163.995588')}",807739,PIN,,1,approved,,,8.0,,,,ce5ef79c-dd27-4f02-a4a0-97fdd9eaec19,referral,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,2.0,4.0,China,,,,,,
df156a0e-a957-4125-b5a3-bc3a8f87d5aa,019b0ddc-f82d-4834-ae24-bbc35df9f07b,11784c20-ed82-4f77-98c9-4ea1d45dfde3,POS,2024-10-27 20:28:27,519.7,GBP,5921,Restaurant,debit,1563.45,Visa,**** **** **** 8052,08/27,CitiBank,David Hill,1f5bde5e-345d-4a80-8087-311b7a69dba8,Singleton LLC,"{'city': 'Lake Kennethview', 'state': 'PA', 'country': 'UK'}",T7837,NFC,POS,"{'latitude': Decimal('-18.5536425'), 'longitude': Decimal('177.248968')}",779795,PIN,,17,approved,,,8.0,,,,58a701d4-96bc-4de6-9e04-fa8346e8eae7,referral,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,1.0,3.0,China,,,,,,
a15769e8-76e1-4e50-bf2f-50f36edda395,019b0ddc-f82d-4834-ae24-bbc35df9f07b,baddd35d-61be-48b7-9b3e-67cf77971fce,POS,2024-10-30 14:14:09,326.51,GBP,5812,Grocery,debit,3322.64,Visa,**** **** **** 2448,08/27,Bank of America,David Hill,3818d8a1-93a1-40d5-ab53-85903f3b1cad,"Mckee, Lowe and Vasquez","{'city': 'Gregoryshire', 'state': 'NC', 'country': 'UK'}",T1651,NFC,POS,"{'latitude': Decimal('21.1173975'), 'longitude': Decimal('24.333795')}",563892,PIN,,3,approved,,,2.0,,,,d8f5beb3-5bf4-47f6-956d-0aaac3b9a6e6,email,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,2.0,2.0,China,,,,,,
1b828e7e-b7c3-4fb1-9896-dc2eb11a0d0e,019b0ddc-f82d-4834-ae24-bbc35df9f07b,11784c20-ed82-4f77-98c9-4ea1d45dfde3,POS,2024-10-20 00:40:52,604.08,GBP,5999,Electronics,debit,1400.85,Visa,**** **** **** 9254,08/25,CitiBank,David Hill,eb73988d-2e29-47a9-acb9-13d4bb49b379,Farmer-Ortega,"{'city': 'North Mary', 'state': 'NH', 'country': 'UK'}",T5329,chip,POS,"{'latitude': Decimal('78.4986135'), 'longitude': Decimal('-37.537867')}",645695,PIN,,3,approved,,,5.0,,,,136a92d4-05fb-4bc4-a07f-828b91442ae4,referral,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,0.0,5.0,China,,,,,,
b6d4ba9e-6dcc-42de-83a1-efa4609c4bc6,019b0ddc-f82d-4834-ae24-bbc35df9f07b,11784c20-ed82-4f77-98c9-4ea1d45dfde3,POS,2024-10-23 16:30:15,413.83,GBP,5735,Electronics,debit,3657.92,Visa,**** **** **** 3763,06/28,CitiBank,David Hill,8e8bb39b-94ea-4285-b205-63f84552ae31,"Williams, Ward and Wilson","{'city': 'Port Jasonside', 'state': 'RI', 'country': 'UK'}",T8136,swipe,POS,"{'latitude': Decimal('-68.4025455'), 'longitude': Decimal('91.072914')}",495136,PIN,,18,approved,,,1.0,,,,3a301926-cf73-4fa6-81b6-2673351efaba,social media,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,0.0,3.0,China,,,,,,
aea32a7d-3568-4c82-ac26-5ab4f70bb6c6,019b0ddc-f82d-4834-ae24-bbc35df9f07b,baddd35d-61be-48b7-9b3e-67cf77971fce,POS,2024-11-05 05:35:18,477.65,GBP,5812,Gas,debit,4981.89,Visa,**** **** **** 6091,08/26,Bank of America,David Hill,872fa17b-cac0-4e44-b82d-af7ba3a86daf,Wade-Doyle,"{'city': 'Timothyview', 'state': 'KY', 'country': 'UK'}",T2897,chip,POS,"{'latitude': Decimal('-12.6266395'), 'longitude': Decimal('-40.848151')}",610630,PIN,,18,approved,,,4.0,,,,ad3d6912-3376-449c-be6e-a48282782d5f,social media,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,0.0,5.0,China,,,,,,
6e87e847-c2a5-4a2b-975f-912edaf7ac7b,019b0ddc-f82d-4834-ae24-bbc35df9f07b,baddd35d-61be-48b7-9b3e-67cf77971fce,POS,2024-10-16 06:09:15,276.68,GBP,5921,Grocery,debit,2000.91,Visa,**** **** **** 3288,07/25,Bank of America,David Hill,71a41e37-117f-4cce-a919-ebbdb4811342,"Rivers, Anderson and Howard","{'city': 'North Alexis', 'state': 'TX', 'country': 'UK'}",T1559,NFC,POS,"{'latitude': Decimal('22.6821055'), 'longitude': Decimal('-71.651806')}",967667,PIN,,14,approved,,,8.0,,,,44614fba-6a6c-4d4a-924b-6f9f1f4c56e8,direct,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,1.0,0.0,China,,,,,,
2e67c537-59e5-4154-b12f-5ac83f17f44f,019b0ddc-f82d-4834-ae24-bbc35df9f07b,11784c20-ed82-4f77-98c9-4ea1d45dfde3,POS,2024-10-27 16:14:10,988.68,GBP,5735,Electronics,debit,2126.42,Visa,**** **** **** 9677,05/26,CitiBank,David Hill,a1f9553a-c6b1-475d-a536-dbc75fecc74d,Medina-Davis,"{'city': 'Martinside', 'state': 'WV', 'country': 'UK'}",T4306,NFC,POS,"{'latitude': Decimal('46.8405265'), 'longitude': Decimal('-36.947922')}",131602,PIN,,10,approved,,,9.0,,,,e5cb38b4-a543-4532-b6d6-7b9fd793264b,email,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,1.0,2.0,China,,,,,,
f72d38fc-d869-437d-8499-86b2a4b16c95,019b0ddc-f82d-4834-ae24-bbc35df9f07b,11784c20-ed82-4f77-98c9-4ea1d45dfde3,POS,2024-11-07 09:34:28,984.68,GBP,5411,Gas,debit,2056.77,Visa,**** **** **** 2020,05/33,CitiBank,David Hill,d719b349-154a-4a99-9cb1-2332faee3115,Johnson-Lambert,"{'city': 'Jamesberg', 'state': 'NC', 'country': 'UK'}",T4681,chip,POS,"{'latitude': Decimal('88.9492955'), 'longitude': Decimal('16.751743')}",226568,PIN,,12,approved,,,3.0,,,,628caa35-7bf3-4645-8ce4-2fc45bc89db4,direct,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,1.0,1.0,China,,,,,,
c75ce3a4-e1d1-4f16-9149-a3c80e7a23f3,019b0ddc-f82d-4834-ae24-bbc35df9f07b,11784c20-ed82-4f77-98c9-4ea1d45dfde3,POS,2024-11-12 17:29:47,548.98,GBP,5999,Restaurant,debit,4024.01,Visa,**** **** **** 4027,07/34,CitiBank,David Hill,1ebadfb8-b49c-4ccf-90fa-c328d7f78334,"Acevedo, Solis and Green","{'city': 'Gonzalezshire', 'state': 'NM', 'country': 'UK'}",T3874,swipe,POS,"{'latitude': Decimal('70.7574495'), 'longitude': Decimal('-103.354479')}",254592,PIN,,17,approved,,,9.0,,,,972acff6-d309-47f4-894a-71d7615591d7,direct,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,1.0,1.0,China,,,,,,
f1592dae-ec86-455d-8c9d-18f2e2336658,019b0ddc-f82d-4834-ae24-bbc35df9f07b,11784c20-ed82-4f77-98c9-4ea1d45dfde3,POS,2024-11-05 06:53:02,677.9,GBP,5735,Clothing,debit,4696.78,Visa,**** **** **** 1904,01/25,CitiBank,David Hill,a6842728-360a-4302-a829-683cdfe572c3,"Hughes, Bishop and Fowler","{'city': 'South Vincentfurt', 'state': 'AK', 'country': 'UK'}",T2308,chip,POS,"{'latitude': Decimal('54.5617195'), 'longitude': Decimal('-106.296088')}",319436,PIN,,17,approved,,,10.0,,,,b428d481-56da-4bf4-b198-52c54d5b039f,direct,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,1.0,2.0,China,,,,,,
ff563d63-a91b-46b3-8163-6e01dc74a73c,019b0ddc-f82d-4834-ae24-bbc35df9f07b,11784c20-ed82-4f77-98c9-4ea1d45dfde3,POS,2024-11-13 06:59:14,704.46,GBP,5921,Restaurant,debit,3126.69,Visa,**** **** **** 7300,12/26,CitiBank,David Hill,0ec94bcb-e4b0-45f1-9d7f-28460533fd99,"Foster, Rollins and Walsh","{'city': 'Shanefurt', 'state': 'DE', 'country': 'UK'}",T1887,chip,POS,"{'latitude': Decimal('12.651493'), 'longitude': Decimal('91.907139')}",869490,PIN,,15,approved,,,8.0,,,,4da6a3db-cf59-462f-a036-7c3535ff6276,social media,David Hill,2000-02-05,UK,Passport,1102c0f7,UK,2031-05-09,"PSC 9404, Box 9666
APO AA 57378",326.938.9675x0132,timperez@example.org,Student,,Gift,<20k,True,85.0,2.0,5.0,China,,,,,,
